row_id,provider,spec_file,path,method,operationId,summary,description,has_summary,has_description,has_operationId,deprecated
x22-3032,cloudflare,cloudflare.json,/zones/{zone_id}/bot_management/feedback,GET,bot-management-zone-feedback-list,List zone feedback reports,Returns all feedback reports previously submitted for the specified zone. Feedback reports help improve detection by sharing samples of traffic that were misclassified as bots or humans.,true,true,true,false
x22-3033,cloudflare,cloudflare.json,/zones/{zone_id}/bot_management/feedback,POST,bot-management-zone-feedback-create,Submit a feedback report,"Submit a feedback report for the specified zone. Use `type` to indicate whether the report is a false positive (good traffic flagged as bot) or a false negative (bot traffic missed). Furthermore, you can also use `expression` as a wirefilter to identify the affected traffic sample.

See more accepted API fields and expression types at https://developers.cloudflare.com/bots/concepts/feedback-loop/#api-fields and https://developers.cloudflare.com/bots/concepts/feedback-loop/#expression-fields, respectively.",true,true,true,false
x22-3034,cloudflare,cloudflare.json,/zones/{zone_id}/cache/cache_reserve,GET,zone-cache-settings-get-cache-reserve-setting,Get Cache Reserve setting,Increase cache lifetimes by automatically storing all cacheable files into Cloudflare's persistent object storage buckets. Requires Cache Reserve subscription. Note: using Tiered Cache with Cache Reserve is highly recommended to reduce Reserve operations costs. See the [developer docs](https://developers.cloudflare.com/cache/about/cache-reserve) for more information.,true,true,true,false
x22-3035,cloudflare,cloudflare.json,/zones/{zone_id}/cache/cache_reserve,PATCH,zone-cache-settings-change-cache-reserve-setting,Change Cache Reserve setting,Increase cache lifetimes by automatically storing all cacheable files into Cloudflare's persistent object storage buckets. Requires Cache Reserve subscription. Note: using Tiered Cache with Cache Reserve is highly recommended to reduce Reserve operations costs. See the [developer docs](https://developers.cloudflare.com/cache/about/cache-reserve) for more information.,true,true,true,false
x22-3036,cloudflare,cloudflare.json,/zones/{zone_id}/cache/cache_reserve_clear,GET,zone-cache-settings-get-cache-reserve-clear,Get Cache Reserve Clear,"You can use Cache Reserve Clear to clear your Cache Reserve, but you must first disable Cache Reserve. In most cases, this will be accomplished within 24 hours. You cannot re-enable Cache Reserve while this process is ongoing. Keep in mind that you cannot undo or cancel this operation.",true,true,true,false
x22-3037,cloudflare,cloudflare.json,/zones/{zone_id}/cache/cache_reserve_clear,POST,zone-cache-settings-start-cache-reserve-clear,Start Cache Reserve Clear,"You can use Cache Reserve Clear to clear your Cache Reserve, but you must first disable Cache Reserve. In most cases, this will be accomplished within 24 hours. You cannot re-enable Cache Reserve while this process is ongoing. Keep in mind that you cannot undo or cancel this operation.",true,true,true,false
x22-3038,cloudflare,cloudflare.json,/zones/{zone_id}/cache/origin_cloud_regions,GET,origin-cloud-regions-list,List origin cloud region mappings,"Returns all IP-to-cloud-region mappings configured for the zone. Each mapping tells Cloudflare which cloud vendor and region hosts the origin at that IP, enabling the edge to route via the nearest Tiered Cache upper-tier co-located with that cloud provider. Returns an empty array when no mappings exist.",true,true,true,true
x22-3039,cloudflare,cloudflare.json,/zones/{zone_id}/cache/origin_cloud_regions,POST,origin-cloud-regions-create,Create an origin cloud region mapping,Adds a single IP-to-cloud-region mapping for the zone. The IP must be a valid IPv4 or IPv6 address and is normalized to canonical form before storage (RFC 5952 for IPv6). Returns 400 (code 1145) if a mapping for that IP already exists — use PATCH to update an existing entry. The vendor and region are validated against the list from `GET /zones/{zone_id}/cache/origin_cloud_regions/supported_regions`.,true,true,true,true
x22-3040,cloudflare,cloudflare.json,/zones/{zone_id}/cache/origin_cloud_regions,PATCH,origin-cloud-regions-upsert,Create or update an origin cloud region mapping,"Adds or updates a single IP-to-cloud-region mapping for the zone. Unlike POST, this operation is idempotent — if a mapping for the IP already exists it is overwritten. Returns the complete updated list of all mappings for the zone. Returns 403 (code 1164) when the zone has reached the limit of 3,500 IP mappings.",true,true,true,true
x22-3041,cloudflare,cloudflare.json,/zones/{zone_id}/cache/origin_cloud_regions/batch,DELETE,origin-cloud-regions-batch-delete,Batch delete origin cloud region mappings,Removes up to 100 IP-to-cloud-region mappings in a single request. Each IP is validated independently — successfully deleted items are returned in the `succeeded` array and IPs that could not be found or are invalid are returned in the `failed` array.,true,true,true,true
x22-3042,cloudflare,cloudflare.json,/zones/{zone_id}/cache/origin_cloud_regions/batch,PATCH,origin-cloud-regions-batch-upsert,Batch create or update origin cloud region mappings,Adds or updates up to 100 IP-to-cloud-region mappings in a single request. Each item is validated independently — valid items are applied and invalid items are returned in the `failed` array. The vendor and region for every item are validated against the list from `GET /zones/{zone_id}/cache/origin_cloud_regions/supported_regions`.,true,true,true,true
x22-3043,cloudflare,cloudflare.json,/zones/{zone_id}/cache/origin_cloud_regions/supported_regions,GET,origin-cloud-regions-supported-regions,List supported cloud vendors and regions,Returns the cloud vendors and regions that are valid values for origin cloud region mappings. Each region includes the Tiered Cache upper-tier colocation codes that will be used for cache routing when a mapping targeting that region is active. Requires the zone to have Tiered Cache enabled.,true,true,true,true
x22-3044,cloudflare,cloudflare.json,/zones/{zone_id}/cache/origin_cloud_regions/{origin_ip},GET,origin-cloud-regions-get,Get an origin cloud region mapping,Returns the cloud region mapping for a single origin IP address. The IP path parameter is normalized before lookup (RFC 5952 for IPv6). Returns 404 (code 1142) if the zone has no mappings or if the specified IP has no mapping.,true,true,true,true
x22-3045,cloudflare,cloudflare.json,/zones/{zone_id}/cache/origin_cloud_regions/{origin_ip},DELETE,origin-cloud-regions-delete,Delete an origin cloud region mapping,Removes the cloud region mapping for a single origin IP address. The IP path parameter is normalized before lookup. Returns the deleted entry on success. Returns 404 (code 1163) if no mapping exists for the specified IP. When the last mapping for the zone is removed the underlying rule record is also deleted.,true,true,true,true
x22-3046,cloudflare,cloudflare.json,/zones/{zone_id}/cache/origin_post_quantum_encryption,GET,zone-cache-settings-get-origin-post-quantum-encryption-setting,Get Origin Post-Quantum Encryption setting,"Instructs Cloudflare to use Post-Quantum (PQ) key agreement algorithms when connecting to your origin. Preferred instructs Cloudflare to opportunistically send a Post-Quantum keyshare in the first message to the origin (for fastest connections when the origin supports and prefers PQ), supported means that PQ algorithms are advertised but only used when requested by the origin, and off means that PQ algorithms are not advertised.",true,true,true,true
x22-3047,cloudflare,cloudflare.json,/zones/{zone_id}/cache/origin_post_quantum_encryption,PUT,zone-cache-settings-change-origin-post-quantum-encryption-setting,Change Origin Post-Quantum Encryption setting,"Instructs Cloudflare to use Post-Quantum (PQ) key agreement algorithms when connecting to your origin. Preferred instructs Cloudflare to opportunistically send a Post-Quantum keyshare in the first message to the origin (for fastest connections when the origin supports and prefers PQ), supported means that PQ algorithms are advertised but only used when requested by the origin, and off means that PQ algorithms are not advertised.",true,true,true,true
x22-3048,cloudflare,cloudflare.json,/zones/{zone_id}/cache/regional_tiered_cache,GET,zone-cache-settings-get-regional-tiered-cache-setting,Get Regional Tiered Cache setting,Instructs Cloudflare to check a regional hub data center on the way to your upper tier. This can help improve performance for smart and custom tiered cache topologies.,true,true,true,false
x22-3049,cloudflare,cloudflare.json,/zones/{zone_id}/cache/regional_tiered_cache,PATCH,zone-cache-settings-change-regional-tiered-cache-setting,Change Regional Tiered Cache setting,Instructs Cloudflare to check a regional hub data center on the way to your upper tier. This can help improve performance for smart and custom tiered cache topologies.,true,true,true,false
x22-3050,cloudflare,cloudflare.json,/zones/{zone_id}/cache/tiered_cache_smart_topology_enable,GET,smart-tiered-cache-get-smart-tiered-cache-setting,Get Smart Tiered Cache setting,"Smart Tiered Cache dynamically selects the single closest upper tier for each of your website’s origins with no configuration required, using our in-house performance and routing data. Cloudflare collects latency data for each request to an origin, and uses the latency data to determine how well any upper-tier data center is connected with an origin. As a result, Cloudflare can select the data center with the lowest latency to be the upper-tier for an origin.",true,true,true,false
x22-3051,cloudflare,cloudflare.json,/zones/{zone_id}/cache/tiered_cache_smart_topology_enable,POST,smart-tiered-cache-create-smart-tiered-cache-setting,Create Smart Tiered Cache setting,"Smart Tiered Cache dynamically selects the single closest upper tier for each of your website's origins with no configuration required, using our in-house performance and routing data. Cloudflare collects latency data for each request to an origin, and uses the latency data to determine how well any upper-tier data center is connected with an origin. As a result, Cloudflare can select the data center with the lowest latency to be the upper-tier for an origin.",true,true,true,false
x22-3052,cloudflare,cloudflare.json,/zones/{zone_id}/cache/tiered_cache_smart_topology_enable,DELETE,smart-tiered-cache-delete-smart-tiered-cache-setting,Delete Smart Tiered Cache setting,"Smart Tiered Cache dynamically selects the single closest upper tier for each of your website’s origins with no configuration required, using our in-house performance and routing data. Cloudflare collects latency data for each request to an origin, and uses the latency data to determine how well any upper-tier data center is connected with an origin. As a result, Cloudflare can select the data center with the lowest latency to be the upper-tier for an origin.",true,true,true,false
x22-3053,cloudflare,cloudflare.json,/zones/{zone_id}/cache/tiered_cache_smart_topology_enable,PATCH,smart-tiered-cache-patch-smart-tiered-cache-setting,Patch Smart Tiered Cache setting,"Smart Tiered Cache dynamically selects the single closest upper tier for each of your website’s origins with no configuration required, using our in-house performance and routing data. Cloudflare collects latency data for each request to an origin, and uses the latency data to determine how well any upper-tier data center is connected with an origin. As a result, Cloudflare can select the data center with the lowest latency to be the upper-tier for an origin.",true,true,true,false
x22-3054,cloudflare,cloudflare.json,/zones/{zone_id}/cache/variants,GET,zone-cache-settings-get-variants-setting,Get variants setting,"Variant support enables caching variants of images with certain file extensions in addition to the original. This only applies when the origin server sends the 'Vary: Accept' response header. If the origin server sends 'Vary: Accept' but does not serve the variant requested, the response will not be cached. This will be indicated with BYPASS cache status in the response headers.",true,true,true,false
x22-3055,cloudflare,cloudflare.json,/zones/{zone_id}/cache/variants,DELETE,zone-cache-settings-delete-variants-setting,Delete variants setting,"Variant support enables caching variants of images with certain file extensions in addition to the original. This only applies when the origin server sends the 'Vary: Accept' response header. If the origin server sends 'Vary: Accept' but does not serve the variant requested, the response will not be cached. This will be indicated with BYPASS cache status in the response headers.",true,true,true,false
x22-3056,cloudflare,cloudflare.json,/zones/{zone_id}/cache/variants,PATCH,zone-cache-settings-change-variants-setting,Change variants setting,"Variant support enables caching variants of images with certain file extensions in addition to the original. This only applies when the origin server sends the 'Vary: Accept' response header. If the origin server sends 'Vary: Accept' but does not serve the variant requested, the response will not be cached. This will be indicated with BYPASS cache status in the response headers.",true,true,true,false
x22-3057,cloudflare,cloudflare.json,/zones/{zone_id}/certificate_authorities/hostname_associations,GET,client-certificate-for-a-zone-list-hostname-associations,List Hostname Associations,List Hostname Associations.,true,true,true,false
x22-3058,cloudflare,cloudflare.json,/zones/{zone_id}/certificate_authorities/hostname_associations,PUT,client-certificate-for-a-zone-put-hostname-associations,Replace Hostname Associations,Replace Hostname Associations.,true,true,true,false
x22-3059,cloudflare,cloudflare.json,/zones/{zone_id}/client_certificates,GET,client-certificate-for-a-zone-list-client-certificates,List Client Certificates,List all of your Zone's API Shield mTLS Client Certificates by Status and/or using Pagination.,true,true,true,false
x22-3060,cloudflare,cloudflare.json,/zones/{zone_id}/client_certificates,POST,client-certificate-for-a-zone-create-client-certificate,Create Client Certificate,Create a new API Shield mTLS Client Certificate.,true,true,true,false
x22-3061,cloudflare,cloudflare.json,/zones/{zone_id}/client_certificates/{client_certificate_id},GET,client-certificate-for-a-zone-client-certificate-details,Client Certificate Details,Get Details for a single mTLS API Shield Client Certificate.,true,true,true,false
x22-3062,cloudflare,cloudflare.json,/zones/{zone_id}/client_certificates/{client_certificate_id},DELETE,client-certificate-for-a-zone-delete-client-certificate,Revoke Client Certificate,Set a API Shield mTLS Client Certificate to pending_revocation status for processing to revoked status.,true,true,true,false
x22-3063,cloudflare,cloudflare.json,/zones/{zone_id}/client_certificates/{client_certificate_id},PATCH,client-certificate-for-a-zone-edit-client-certificate,Reactivate Client Certificate,"If a API Shield mTLS Client Certificate is in a pending_revocation state, you may reactivate it with this endpoint.",true,true,true,false
x22-3064,cloudflare,cloudflare.json,/zones/{zone_id}/cloud_connector/rules,GET,zone-cloud-connector-rules,Rules,Retrieves the Cloud Connector rules configured for a zone. Rules define how traffic is routed to cloud services.,true,true,true,false
x22-3065,cloudflare,cloudflare.json,/zones/{zone_id}/cloud_connector/rules,PUT,zone-cloud-conenctor-rules-put,Put Rules,"Updates Cloud Connector rules for a zone, replacing the existing rule configuration.",true,true,true,false
x22-3066,cloudflare,cloudflare.json,/zones/{zone_id}/content-upload-scan/disable,POST,waf-content-scanning-disable,Disable Content Scanning for a zone.,"Disable Content Scanning for a zone. The `cf.waf.content_scan.*` fields are no longer populated, so rules that reference them stop matching.",true,true,true,false
x22-3067,cloudflare,cloudflare.json,/zones/{zone_id}/content-upload-scan/enable,POST,waf-content-scanning-enable,Enable Content Scanning for a zone.,"Enable Content Scanning for a zone, so that Cloudflare inspects content objects uploaded to the zone and checks them for malware. Scan results populate the `cf.waf.content_scan.*` fields, which you can reference in custom rules and rate limiting rules.",true,true,true,false
x22-3068,cloudflare,cloudflare.json,/zones/{zone_id}/content-upload-scan/payloads,GET,waf-content-scanning-list-custom-scan-expressions,List the Content Scanning custom expressions of a zone.,"List the Content Scanning custom expressions configured for the zone, each with its own identifier. A custom expression tells the scanner how to reach content objects in a request it cannot parse on its own, such as files Base64-encoded inside a JSON body.",true,true,true,false
x22-3069,cloudflare,cloudflare.json,/zones/{zone_id}/content-upload-scan/payloads,POST,waf-content-scanning-add-custom-scan-expressions,Create Content Scanning custom expressions for a zone.,"Create one or more Content Scanning custom expressions, appending them to the existing list of the zone, and return the updated list. Each expression reaches content objects the scanner cannot find automatically, for example `lookup_json_string(http.request.body.raw, ""file"")`.",true,true,true,false
x22-3070,cloudflare,cloudflare.json,/zones/{zone_id}/content-upload-scan/payloads/{expression_id},DELETE,waf-content-scanning-delete-custom-scan-expressions,Delete a Content Scanning custom expression from a zone.,Delete the Content Scanning custom expression with the given identifier and return the expressions that remain. Content objects reached only by the deleted expression are no longer scanned.,true,true,true,false
x22-3071,cloudflare,cloudflare.json,/zones/{zone_id}/content-upload-scan/payloads/{expression_id},PATCH,waf-content-scanning-update-custom-scan-expression,Update a Content Scanning custom expression for a zone.,Update the Content Scanning custom expression with the given identifier and return the updated list of expressions.,true,true,true,false
x22-3072,cloudflare,cloudflare.json,/zones/{zone_id}/content-upload-scan/settings,GET,waf-content-scanning-get-status,Get the Content Scanning status for a zone.,"Get the current Content Scanning status for the zone, together with the date the status was last modified.",true,true,true,false
x22-3073,cloudflare,cloudflare.json,/zones/{zone_id}/content-upload-scan/settings,PUT,waf-content-scanning-update-settings,Update the Content Scanning status for a zone.,Update the Content Scanning status by setting the status value to `enabled` or `disabled`. This is equivalent to calling the dedicated enable and disable endpoints.,true,true,true,false
x22-3074,cloudflare,cloudflare.json,/zones/{zone_id}/ct/alerting,GET,ct-alerting-get-subscription,Get CT Alerting Subscription,"Retrieve the Certificate Transparency alerting subscription settings for a zone. Returns whether CT monitoring is enabled and the list of email addresses that receive alerts, if any have been configured.",true,true,true,false
x22-3075,cloudflare,cloudflare.json,/zones/{zone_id}/ct/alerting,PATCH,ct-alerting-update-subscription,Update CT Alerting Subscription,"Create or update the Certificate Transparency alerting subscription for a zone. Enables or disables email notifications when certificates are issued for the zone's domains.
The `enabled` field is required on every request and controls whether the subscription is active. The `emails` field is optional and, when provided, replaces the stored recipient list for the zone. When `emails` is omitted, the stored recipient list is preserved and only the enabled state is toggled. A maximum of 100 email addresses may be configured per zone.
Requests that omit `enabled` are rejected with error code 1008.
Subscribe and unsubscribe notification emails are only sent for recipients whose effective subscription state changes. Idempotent requests (no state change) send no notification email.",true,true,true,false
x22-3076,cloudflare,cloudflare.json,/zones/{zone_id}/custom_certificates,GET,custom-ssl-for-a-zone-list-ssl-configurations,List SSL Configurations,"List, search, and filter all of your custom SSL certificates. The higher priority will break ties across overlapping 'legacy_custom' certificates, but 'legacy_custom' certificates will always supercede 'sni_custom' certificates.",true,true,true,false
x22-3077,cloudflare,cloudflare.json,/zones/{zone_id}/custom_certificates,POST,custom-ssl-for-a-zone-create-ssl-configuration,Create SSL Configuration,Upload a new SSL certificate for a zone.,true,true,true,false
x22-3078,cloudflare,cloudflare.json,/zones/{zone_id}/custom_certificates/prioritize,PUT,custom-ssl-for-a-zone-re-prioritize-ssl-certificates,Re-prioritize SSL Certificates,"If a zone has multiple SSL certificates, you can set the order in which they should be used during a request. The higher priority will break ties across overlapping 'legacy_custom' certificates.",true,true,true,false
x22-3079,cloudflare,cloudflare.json,/zones/{zone_id}/custom_certificates/{custom_certificate_id},GET,custom-ssl-for-a-zone-ssl-configuration-details,SSL Configuration Details,"Retrieves details for a specific custom SSL certificate, including certificate metadata, bundle method, geographic restrictions, and associated keyless server configuration.",true,true,true,false
x22-3080,cloudflare,cloudflare.json,/zones/{zone_id}/custom_certificates/{custom_certificate_id},DELETE,custom-ssl-for-a-zone-delete-ssl-configuration,Delete SSL Configuration,Remove a SSL certificate from a zone.,true,true,true,false
x22-3081,cloudflare,cloudflare.json,/zones/{zone_id}/custom_certificates/{custom_certificate_id},PATCH,custom-ssl-for-a-zone-edit-ssl-configuration,Edit SSL Configuration,"Upload a new private key and/or PEM/CRT for the SSL certificate. Note: PATCHing a configuration for sni_custom certificates will result in a new resource id being returned, and the previous one being deleted.",true,true,true,false
x22-3082,cloudflare,cloudflare.json,/zones/{zone_id}/custom_csrs,GET,custom-csrs-for-a-zone-list-custom-csrs,List Custom CSRs,List all custom Certificate Signing Requests (CSRs) for a zone.,true,true,true,false
x22-3083,cloudflare,cloudflare.json,/zones/{zone_id}/custom_csrs,POST,custom-csrs-for-a-zone-create-custom-csr,Create Custom CSR,"Generate a new custom Certificate Signing Request (CSR) for a zone. Cloudflare generates and securely stores the private key associated with the CSR. The CSR can then be provided to a Certificate Authority for signing. Once signed, the certificate is uploaded via the Custom SSL endpoint using the CSR ID.",true,true,true,false
x22-3084,cloudflare,cloudflare.json,/zones/{zone_id}/custom_csrs/{custom_csr_id},GET,custom-csrs-for-a-zone-custom-csr-details,Custom CSR Details,Retrieve details for a specific custom Certificate Signing Request (CSR).,true,true,true,false
x22-3085,cloudflare,cloudflare.json,/zones/{zone_id}/custom_csrs/{custom_csr_id},DELETE,custom-csrs-for-a-zone-delete-custom-csr,Delete Custom CSR,Delete a custom Certificate Signing Request (CSR) and its associated private key. A CSR cannot be deleted if any custom certificates still reference it.,true,true,true,false
x22-3086,cloudflare,cloudflare.json,/zones/{zone_id}/custom_hostnames,GET,custom-hostname-for-a-zone-list-custom-hostnames,List Custom Hostnames,"List, search, sort, and filter all of your custom hostnames.",true,true,true,false
x22-3087,cloudflare,cloudflare.json,/zones/{zone_id}/custom_hostnames,POST,custom-hostname-for-a-zone-create-custom-hostname,Create Custom Hostname,"Add a new custom hostname and request that an SSL certificate be issued for it. One of three validation methods—http, txt, email—should be used, with 'http' recommended if the CNAME is already in place (or will be soon). Specifying 'email' will send an email to the WHOIS contacts on file for the base domain plus hostmaster, postmaster, webmaster, admin, administrator. If http is used and the domain is not already pointing to the Managed CNAME host, the PATCH method must be used once it is (to complete validation).  Enable bundling of certificates using the custom_cert_bundle field. The bundling process requires the following condition One certificate in the bundle must use an RSA, and the other must use an ECDSA.",true,true,true,false
x22-3088,cloudflare,cloudflare.json,/zones/{zone_id}/custom_hostnames/fallback_origin,GET,custom-hostname-fallback-origin-for-a-zone-get-fallback-origin-for-custom-hostnames,Get Fallback Origin for Custom Hostnames,Retrieves the current fallback origin configuration for custom hostnames on a zone. The fallback origin handles traffic when specific custom hostname origins are unavailable.,true,true,true,false
x22-3089,cloudflare,cloudflare.json,/zones/{zone_id}/custom_hostnames/fallback_origin,PUT,custom-hostname-fallback-origin-for-a-zone-update-fallback-origin-for-custom-hostnames,Update Fallback Origin for Custom Hostnames,Updates the fallback origin configuration for custom hostnames on a zone. Sets the default origin server for custom hostname traffic.,true,true,true,false
x22-3090,cloudflare,cloudflare.json,/zones/{zone_id}/custom_hostnames/fallback_origin,DELETE,custom-hostname-fallback-origin-for-a-zone-delete-fallback-origin-for-custom-hostnames,Delete Fallback Origin for Custom Hostnames,Removes the fallback origin configuration for custom hostnames on a zone. Custom hostnames without specific origins will no longer have a fallback.,true,true,true,false
x22-3091,cloudflare,cloudflare.json,/zones/{zone_id}/custom_hostnames/quota,GET,custom-hostname-for-a-zone-get-custom-hostname-quota,Get Custom Hostname Quota,Returns custom hostname quota usage for a zone. The allocated quota is a soft limit; creating custom hostnames after usage exceeds this limit can still succeed until the hard cap is reached. Use the exceeded and hard_cap fields to track when usage is above the soft limit and when new custom hostname creation will be rejected.,true,true,true,false
x22-3092,cloudflare,cloudflare.json,/zones/{zone_id}/custom_hostnames/{custom_hostname_id},GET,custom-hostname-for-a-zone-custom-hostname-details,Custom Hostname Details,"Retrieves detailed information about a specific custom hostname, including SSL certificate status, ownership verification, and origin configuration.",true,true,true,false
x22-3093,cloudflare,cloudflare.json,/zones/{zone_id}/custom_hostnames/{custom_hostname_id},DELETE,custom-hostname-for-a-zone-delete-custom-hostname-(-and-any-issued-ssl-certificates),Delete Custom Hostname (and any issued SSL certificates),Permanently deletes a custom hostname and revokes any SSL certificates that were issued for it. This action cannot be undone.,true,true,true,false
x22-3094,cloudflare,cloudflare.json,/zones/{zone_id}/custom_hostnames/{custom_hostname_id},PATCH,custom-hostname-for-a-zone-edit-custom-hostname,Edit Custom Hostname,"Modify SSL configuration for a custom hostname. When sent with SSL config that matches existing config, used to indicate that hostname should pass domain control validation (DCV). Can also be used to change validation type, e.g., from 'http' to 'email'. Bundle an existing certificate with another certificate by using the ""custom_cert_bundle"" field. The bundling process supports combining certificates as long as the following condition is met. One certificate must use the RSA algorithm, and the other must use the ECDSA algorithm.",true,true,true,false
x22-3095,cloudflare,cloudflare.json,/zones/{zone_id}/custom_hostnames/{custom_hostname_id}/certificate_pack/{certificate_pack_id}/certificates/{certificate_id},PUT,custom-hostname-for-a-zone-edit-custom-certificate-custom-hostname,Replace Custom Certificate and Custom Key In Custom Hostname,Replace a single custom certificate within a certificate pack that contains two bundled certificates. The replacement must adhere to the following constraints. You can only replace an RSA certificate with another RSA certificate or an ECDSA certificate with another ECDSA certificate.,true,true,true,false
x22-3096,cloudflare,cloudflare.json,/zones/{zone_id}/custom_hostnames/{custom_hostname_id}/certificate_pack/{certificate_pack_id}/certificates/{certificate_id},DELETE,custom-hostname-for-a-zone-delete_single_certificate_and_key_in_a_custom_hostname,Delete Single Certificate And Key For Custom Hostname,Delete a single custom certificate from a certificate pack that contains two bundled certificates. Deletion is subject to the following constraints. You cannot delete a certificate if it is the only remaining certificate in the pack. At least one certificate must remain in the pack.,true,true,true,false
x22-3097,cloudflare,cloudflare.json,/zones/{zone_id}/custom_ns,GET,account-level-custom-nameservers-usage-for-a-zone-get-account-custom-nameserver-related-zone-metadata,Get Account Custom Nameserver Related Zone Metadata,"Get metadata for account-level custom nameservers on a zone.

Deprecated in favor of [Show DNS Settings](https://developers.cloudflare.com/api/operations/dns-settings-for-a-zone-list-dns-settings).",true,true,true,true
x22-3098,cloudflare,cloudflare.json,/zones/{zone_id}/custom_ns,PUT,account-level-custom-nameservers-usage-for-a-zone-set-account-custom-nameserver-related-zone-metadata,Set Account Custom Nameserver Related Zone Metadata,"Set metadata for account-level custom nameservers on a zone.

If you would like new zones in the account to use account custom nameservers by default, use PUT /accounts/:identifier to set the account setting use_account_custom_ns_by_default to true.

Deprecated in favor of [Update DNS Settings](https://developers.cloudflare.com/api/operations/dns-settings-for-a-zone-update-dns-settings).",true,true,true,true
x22-3099,cloudflare,cloudflare.json,/zones/{zone_id}/dcv_delegation/uuid,GET,dcv-delegation-uuid-get,Retrieve the DCV Delegation unique identifier.,Retrieve the account and zone specific unique identifier used as part of the CNAME target for DCV Delegation.,true,true,true,false
x22-3100,cloudflare,cloudflare.json,/zones/{zone_id}/devices/policy/certificates,GET,devices-get-policy-certificates,Get device certificate provisioning status,Fetches device certificate provisioning.,true,true,true,false
x22-3101,cloudflare,cloudflare.json,/zones/{zone_id}/devices/policy/certificates,PATCH,devices-update-policy-certificates,Update device certificate provisioning status,"Enable Zero Trust Clients to provision a certificate, containing a x509 subject, and referenced by Access device posture policies when the client visits MTLS protected domains. This facilitates device posture without a WARP session.",true,true,true,false
x22-3102,cloudflare,cloudflare.json,/zones/{zone_id}/dns_analytics/report,GET,dns-analytics-table,Table,"Retrieves a list of summarised aggregate metrics over a given time period.

See [Analytics API properties](https://developers.cloudflare.com/dns/reference/analytics-api-properties/) for detailed information about the available query parameters.",true,true,true,true
x22-3103,cloudflare,cloudflare.json,/zones/{zone_id}/dns_analytics/report/bytime,GET,dns-analytics-by-time,By Time,"Retrieves a list of aggregate metrics grouped by time interval.

See [Analytics API properties](https://developers.cloudflare.com/dns/reference/analytics-api-properties/) for detailed information about the available query parameters.",true,true,true,true
x22-3104,cloudflare,cloudflare.json,/zones/{zone_id}/dns_records,GET,dns-records-for-a-zone-list-dns-records,List DNS Records,"List, search, sort, and filter a zones' DNS records.",true,true,true,false
x22-3105,cloudflare,cloudflare.json,/zones/{zone_id}/dns_records,POST,dns-records-for-a-zone-create-dns-record,Create DNS Record,"Create a new DNS record for a zone.

Notes:
- A/AAAA records cannot exist on the same name as CNAME records.
- NS records cannot exist on the same name as any other record type.
- Domain names are always represented in Punycode, even if Unicode
  characters were used when creating the record.",true,true,true,false
x22-3106,cloudflare,cloudflare.json,/zones/{zone_id}/dns_records/batch,POST,dns-records-for-a-zone-batch-dns-records,Batch DNS Records,"Send a Batch of DNS Record API calls to be executed together.

Notes:
- Although Cloudflare will execute the batched operations in a single database transaction, Cloudflare's distributed KV store must treat each record change as a single key-value pair. This means that the propagation of changes is not atomic. See [the documentation](https://developers.cloudflare.com/dns/manage-dns-records/how-to/batch-record-changes/ ""Batch DNS records"") for more information.
- The operations you specify within the /batch request body are always executed in the following order:

    - Deletes
    - Patches
    - Puts
    - Posts",true,true,true,false
x22-3107,cloudflare,cloudflare.json,/zones/{zone_id}/dns_records/export,GET,dns-records-for-a-zone-export-dns-records,Export DNS Records,"You can export your [BIND config](https://en.wikipedia.org/wiki/Zone_file ""Zone file"") through this endpoint.

See [the documentation](https://developers.cloudflare.com/dns/manage-dns-records/how-to/import-and-export/ ""Import and export records"") for more information.",true,true,true,false
x22-3108,cloudflare,cloudflare.json,/zones/{zone_id}/dns_records/import,POST,dns-records-for-a-zone-import-dns-records,Import DNS Records,"You can upload your [BIND config](https://en.wikipedia.org/wiki/Zone_file ""Zone file"") through this endpoint. It assumes that cURL is called from a location with bind_config.txt (valid BIND config) present.

See [the documentation](https://developers.cloudflare.com/dns/manage-dns-records/how-to/import-and-export/ ""Import and export records"") for more information.",true,true,true,false
x22-3109,cloudflare,cloudflare.json,/zones/{zone_id}/dns_records/scan,POST,dns-records-for-a-zone-scan-dns-records,Scan DNS Records,Scan for common DNS records on your domain and automatically add them to your zone. Useful if you haven't updated your nameservers yet.,true,true,true,true
x22-3110,cloudflare,cloudflare.json,/zones/{zone_id}/dns_records/scan/review,GET,dns-records-for-a-zone-review-dns-scan,List Scanned DNS Records,Retrieves the list of DNS records discovered up to this point by the asynchronous scan. These records are temporary until explicitly accepted or rejected via `POST /scan/review`. Additional records may be discovered by the scan later.,true,true,true,false
x22-3111,cloudflare,cloudflare.json,/zones/{zone_id}/dns_records/scan/review,POST,dns-records-for-a-zone-apply-dns-scan-results,Review Scanned DNS Records,"Accept or reject DNS records found by the DNS records scan. Accepted records will be permanently added to the zone, while rejected records will be permanently deleted.",true,true,true,false
x22-3112,cloudflare,cloudflare.json,/zones/{zone_id}/dns_records/scan/trigger,POST,dns-records-for-a-zone-trigger-dns-scan,Trigger DNS Record Scan,"Initiates an asynchronous scan for common DNS records on your domain. Note that this **does not** automatically add records to your zone. The scan runs in the background, and results can be reviewed later using the `/scan/review` endpoints. Useful if you haven't updated your nameservers yet.",true,true,true,false
