set,vendor,method,path,operationId,summary,truth,step,class,rule,flag,verdict
exam2,walletobjects.googleapis.com,PATCH,/walletobjects/v1/flightObject/{resourceId},walletobjects.flightobject.patch,,w,2,w,floor,x-pile,ok
exam2,walletobjects.googleapis.com,PUT,/walletobjects/v1/eventTicketClass/{resourceId},walletobjects.eventticketclass.update,,w,2,w,floor,x-pile,ok
exam2,walletobjects.googleapis.com,PUT,/walletobjects/v1/flightClass/{resourceId},walletobjects.flightclass.update,,w,2,w,floor,x-pile,ok
exam2,walletobjects.googleapis.com,PUT,/walletobjects/v1/giftCardClass/{resourceId},walletobjects.giftcardclass.update,,w,2,w,floor,x-pile,ok
exam2,warwick.ac.uk,PUT,/api/v2.0/{database}/traces/{barcode},,,w,2,w,floor,x-pile,ok
exam2,watchful.li,DELETE,/sites/{id}/monitor,deleteMonitor,Delete uptime monitor,w,2,w,floor,x-pile,ok
exam2,whapi.com,PUT,/{betId}/cashin,cashin,Allows a trusted application to cash in a bet (take a return on a bet) on behalf of the customer,x,2,w,floor,x-pile,LEAK
exam2,whatsapp.local,DELETE,/groups/{GroupId}/admins,DemoteGroupAdmin,Demote-Group-Admin,x,3,x,other-noun,,ok
exam2,windows.net,DELETE,/{tenantID}/groups/{groupObjectId}/$links/members/{memberObjectId},Groups_RemoveMember,,x,3,x,other-noun,,ok
exam2,windows.net,DELETE,/{tenantID}/oauth2PermissionGrants/{objectId},OAuth2PermissionGrant_Delete,,x,3,x,other-noun,,ok
exam2,windows.net,DELETE,/{tenantID}/servicePrincipals/{objectId},ServicePrincipals_Delete,,w,2,w,floor,x-pile,ok
exam2,windows.net,DELETE,/jobs/{jobId}/tasks/{taskId}/files/{filePath},File_DeleteFromTask,Deletes the specified task file from the compute node where the task ran.,w,2,w,floor,x-pile,ok
exam2,windows.net,PUT,/jobs/{jobId},Job_Update,Updates the properties of the specified job.,w,2,w,floor,x-pile,ok
exam2,windows.net,PUT,/jobs/{jobId}/tasks/{taskId},Task_Update,,w,2,w,yours-noun,evidence,ok
exam2,windows.net,PUT,/jobschedules/{jobScheduleId},JobSchedule_Update,Updates the properties of the specified job schedule.,w,2,w,floor,x-pile,ok
exam2,windows.net,PUT,/pools/{poolId}/nodes/{nodeId}/users/{userName},ComputeNode_UpdateUser,Updates the password and expiration time of a user account on the specified compute node.,w,3,x,other-noun,,FALSE-ALARM
exam2,wowza.com,DELETE,/players/{player_id}/urls/{id},deletePlayerUrl,Delete a player URL,w,2,w,floor,x-pile,ok
exam2,wowza.com,DELETE,/recordings/{id},deleteRecording,Delete a recording,w,2,w,floor,x-pile,ok
exam2,wowza.com,DELETE,/transcoders/{transcoder_id}/outputs/{output_id}/output_stream_targets/{stream_target_id},deleteTranscoderOutputOutputStreamTarget,Delete an output stream target,w,3,x,other-noun,,FALSE-ALARM
exam2,wowza.com,PATCH,/transcoders/{id},updateTranscoder,Update a transcoder,w,2,w,floor,x-pile,ok
exam2,wowza.com,PUT,/live_streams/{id}/regenerate_connection_code,regenerateConnectionCodeLiveStream,Regenerate the connection code for a live stream,x,3,x,other-noun,,ok
exam2,wowza.com,PUT,/transcoders/{id}/reset,resetTranscoder,Reset a transcoder,x,2,w,floor,x-pile,LEAK
exam2,wowza.com,PUT,/transcoders/{transcoder_id}/outputs/{output_id}/output_stream_targets/{stream_target_id}/disable,disableTranscoderOutputOutputStreamTarget,Disable an output stream target,w,3,x,other-noun,,FALSE-ALARM
exam2,xero.com,PUT,/Accounts,createAccount,Creates a new chart of accounts,w,2,w,floor,x-pile,ok
exam2,xero.com,PUT,/BankTransfers/{BankTransferID}/Attachments/{FileName},createBankTransferAttachmentByFileName,,w,3,x,live-verb,,FALSE-ALARM
exam2,xero.com,PUT,/BatchPayments/{BatchPaymentID}/History,createBatchPaymentHistoryRecord,Creates a history record for a specific batch payment,w,3,x,other-noun,,FALSE-ALARM
exam2,xero.com,PUT,/Contacts/{ContactID}/History,createContactHistory,Creates a new history record for a specific contact,w,2,w,floor,x-pile,ok
exam2,xero.com,PUT,/Folders/{FolderId},updateFolder,Updates an existing folder,w,2,w,floor,x-pile,ok
exam2,xero.com,PUT,/ManualJournals/{ManualJournalID}/History,createManualJournalHistoryRecord,Creates a history record for a specific manual journal,w,2,w,floor,x-pile,ok
exam2,xero.com,PUT,/Quotes/{QuoteID}/Attachments/{FileName},createQuoteAttachmentByFileName,Creates attachment for a specific quote,w,2,w,floor,x-pile,ok
exam2,xero.com,PUT,/Quotes/{QuoteID}/History,createQuoteHistory,Creates a history record for a specific quote,w,2,w,floor,x-pile,ok
exam2,xtrf.eu,DELETE,/v2/quotes/{quoteId}/finance/payables/{payableId},deletePayable_3,Deletes a payable.,w,2,w,floor,x-pile,ok
exam2,xtrf.eu,PUT,/browser/views/{viewId},update,Updates all view's information.,w,2,w,yours-noun,evidence,ok
exam2,xtrf.eu,PUT,/customers/{customerId}/customFields/{customFieldKey},updateCustomField,Updates given custom field of a given client.,w,2,w,floor,x-pile,ok
exam2,xtrf.eu,PUT,/projects/{projectId}/finance/payables/{payableId},updatePayable,Updates a payable.,w,2,w,floor,x-pile,ok
exam2,xtrf.eu,PUT,/tasks/{taskId}/instructions,updateInstructions_3,Updates instructions of a given task.,w,2,w,yours-noun,evidence,ok
exam2,xtrf.eu,PUT,/v2/jobs/{jobId}/files/sharedReferenceFiles/share,shareAsReferenceFiles,Shares selected files as Reference Files with a job in a project.,w,3,x,other-noun,,FALSE-ALARM
exam2,xtrf.eu,PUT,/v2/quotes/{quoteId}/businessDays,updateBusinessDays,Updates Business Days for a quote.,w,2,w,floor,x-pile,ok
exam2,xtrf.eu,PUT,/v2/quotes/{quoteId}/finance/receivables/{receivableId},updateReceivable_3,Updates a receivable.,w,2,w,floor,x-pile,ok
exam2,yodlee.com,DELETE,/configs/notifications/events/{eventName},deleteSubscribedNotificationEvent,Delete Notification Subscription,w,2,w,floor,x-pile,ok
exam2,yodlee.com,PUT,/transactions/{transactionId},updateTransaction,Update Transaction,w,2,w,yours-noun,evidence,ok
exam2,youneedabudget.com,PATCH,/budgets/{budget_id}/months/{month}/categories/{category_id},updateMonthCategory,Update a category for a specific month,w,2,w,floor,x-pile,ok
exam2,zeit.co,DELETE,/v1/integrations/webhooks/:id,deleteWebhooks,Remove a webhook by id,w,2,w,yours-noun,evidence,ok
exam2,zeno.fm,DELETE,/api/v2/podcasts/{podcastKey}/episodes/{episodeKey},deletePodcast_1,,w,2,w,floor,x-pile,ok
exam2,zeno.fm,PUT,/api/v2/podcasts/{podcastKey}/episodes/{episodeKey},updatePodcastEpisode,,w,2,w,floor,x-pile,ok
exam2,zoom.us,DELETE,/accounts/{accountId}/sip_trunk/internal_numbers/{numberId},deleteInternalNumber,Delete an internal number,w,2,w,floor,x-pile,ok
exam2,zoom.us,DELETE,/phone/call_queues/{callQueueId}/members/{memberId},unassignMemberFromCallQueue,Unassign a member,x,3,x,other-noun,,ok
exam2,zoom.us,PATCH,/accounts/{accountId}/phone/sip_trunk/trunks/{sipTrunkId},updatePhoneSIPTrunk,Update SIP trunk details,w,2,w,floor,x-pile,ok
exam2,zoom.us,PATCH,/meetings/{meetingId}/livestream/status,meetingLiveStreamStatusUpdate,Update Live Stream Status,x,3,x,other-noun,,ok
exam2,zoom.us,PATCH,/phone/common_area_phones/{commonAreaPhoneId},updateCommonAreaPhone,Update common area phone,w,2,w,floor,x-pile,ok
exam2,zoom.us,PATCH,/rooms/{id}/events,checkInRooms,Check-in or check-out of a Zoom Room,x,3,x,other-noun,,ok
exam2,zoom.us,PUT,/users/{userId}/email,userEmailUpdate,Update a user's email,x,3,x,other-noun,,ok
exam2,zoom.us,PUT,/users/{userId}/presence_status,updatePresenceStatus,Update a user's presence status,w,2,w,floor,x-pile,ok
exam2,zoomconnect.com,DELETE,/api/rest/v1/contacts/{contactId},,delete,w,2,w,yours-noun,evidence,ok
exam2,zuora.com,DELETE,/v1/taxationitems/{id},DELETE_TaxationItem,Delete a taxation item,w,2,w,floor,x-pile,ok
exam2,zuora.com,PATCH,/objects/records/default/{object}/{id},Patch_PartialUpdateCustomObjectRecord,Partially update a custom object record,w,2,w,floor,x-pile,ok
exam2,zuora.com,PUT,/v1/accounting-codes/{ac-id}/deactivate,PUT_DeactivateAccountingCode,Deactivate an accounting code,w,2,w,floor,x-pile,ok
exam2,zuora.com,PUT,/v1/accounts/{account-key},PUT_Account,Update an account,w,2,w,floor,x-pile,ok
exam2,zuora.com,PUT,/v1/entity-connections/{connection-id}/accept,PUT_EntityConnectionsAccept,Multi-entity: Accept a connection request,x,3,x,live-verb,,ok
exam2,zuora.com,PUT,/v1/invoices/{invoiceId}/write-off,PUT_WriteOffInvoice,Write off an invoice,x,2,w,floor,x-pile,LEAK
exam2,zuora.com,PUT,/v1/payments/{paymentId}/unapply,PUT_UnapplyPayment,Unapply a payment,x,2,w,floor,x-pile,LEAK
exam2,zuora.com,PUT,/v1/subscriptions/{subscription-key}/cancel,PUT_CancelSubscription,Cancel a subscription,x,3,x,live-verb,,ok
exam3,1password.local,DELETE,/vaults/{vaultUuid}/items/{itemUuid},DeleteVaultItem,Delete an Item,w,2,w,floor,x-pile,ok
exam3,1password.local,PATCH,/vaults/{vaultUuid}/items/{itemUuid},PatchVaultItem,Update a subset of Item attributes,w,2,w,floor,x-pile,ok
exam3,6-dot-authentiqio.appspot.com,DELETE,/key,key_revoke_nosecret,,x,3,x,live-verb,,ok
exam3,6-dot-authentiqio.appspot.com,DELETE,/scope/{job},sign_delete,,w,2,w,floor,x-pile,ok
exam3,6-dot-authentiqio.appspot.com,PUT,/key/{PK},key_bind,,w,2,w,floor,x-pile,ok
exam3,6-dot-authentiqio.appspot.com,PUT,/scope/{job},sign_update,,x,2,w,floor,x-pile,LEAK
exam3,ably.io,DELETE,/push/channelSubscriptions,deletePushDeviceDetails,Delete a registered device's update token,w,2,w,floor,x-pile,ok
exam3,ably.io,DELETE,/push/deviceRegistrations,unregisterAllPushDevices,Unregister matching devices for push notifications,w,2,w,floor,x-pile,ok
exam3,ably.io,DELETE,/push/deviceRegistrations/{device_id},unregisterPushDevice,Unregister a single device for push notifications,w,2,w,floor,x-pile,ok
exam3,ably.io,PATCH,/push/deviceRegistrations/{device_id},patchPushDeviceDetails,Update a device registration,w,2,w,floor,x-pile,ok
exam3,ably.io,PUT,/push/deviceRegistrations/{device_id},putPushDeviceDetails,Update a device registration,w,2,w,floor,x-pile,ok
exam3,ably.net,DELETE,/apps/{app_id}/namespaces/{namespace_id},,Deletes a namespace,w,2,w,floor,x-pile,ok
exam3,ably.net,DELETE,/apps/{app_id}/queues/{queue_id},,Deletes a queue,w,3,x,other-noun,,FALSE-ALARM
exam3,ably.net,DELETE,/apps/{app_id}/rules/{rule_id},,Deletes a Reactor rule,w,2,w,yours-noun,evidence,ok
exam3,ably.net,DELETE,/apps/{id},,Deletes an app,w,2,w,floor,x-pile,ok
exam3,ably.net,PATCH,/apps/{app_id}/keys/{key_id},,Updates a key,w,2,w,floor,x-pile,ok
exam3,ably.net,PATCH,/apps/{app_id}/namespaces/{namespace_id},,Updates a namespace,w,2,w,floor,x-pile,ok
exam3,ably.net,PATCH,/apps/{id},,Updates an app,w,2,w,floor,x-pile,ok
exam3,adafruit.com,DELETE,/{username}/activities,destroyActivities,All activities for current user,w,2,w,yours-noun,evidence,ok
exam3,adafruit.com,DELETE,/{username}/feeds/{feed_key}/data/{id},destroyData,Delete existing Data,w,2,w,floor,x-pile,ok
exam3,adafruit.com,DELETE,/{username}/tokens/{id},destroyToken,Delete an existing Token,w,2,w,floor,x-pile,ok
exam3,adafruit.com,DELETE,/{username}/triggers/{id},destroyTrigger,Delete an existing Trigger,w,3,x,live-verb,,FALSE-ALARM
exam3,adafruit.com,PATCH,/{username}/{type}/{type_id}/acl/{id},updatePermission,Update properties of an existing Permission,x,3,x,other-noun,,ok
exam3,adafruit.com,PATCH,/{username}/dashboards/{dashboard_id}/blocks/{id},updateBlock,Update properties of an existing Block,w,2,w,floor,x-pile,ok
exam3,adafruit.com,PATCH,/{username}/feeds/{feed_key}/data/{id},updateData,Update properties of existing Data,w,2,w,floor,x-pile,ok
exam3,adafruit.com,PATCH,/{username}/groups/{group_key},updateGroup,Update properties of an existing Group,w,3,x,other-noun,,FALSE-ALARM
exam3,adafruit.com,PATCH,/{username}/tokens/{id},updateToken,Update properties of an existing Token,w,2,w,floor,x-pile,ok
exam3,adafruit.com,PATCH,/{username}/triggers/{id},updateTrigger,Update properties of an existing Trigger,w,3,x,live-verb,,FALSE-ALARM
exam3,adafruit.com,PUT,/{username}/dashboards/{dashboard_id}/blocks/{id},replaceBlock,Replace an existing Block,w,2,w,floor,x-pile,ok
exam3,adafruit.com,PUT,/{username}/feeds/{feed_key},replaceFeed,Replace an existing Feed,w,2,w,yours-noun,evidence,ok
exam3,adafruit.com,PUT,/{username}/feeds/{feed_key}/data/{id},replaceData,Replace existing Data,w,2,w,floor,x-pile,ok
exam3,adafruit.com,PUT,/{username}/groups/{group_key},replaceGroup,Replace an existing Group,w,3,x,other-noun,,FALSE-ALARM
exam3,adafruit.com,PUT,/{username}/tokens/{id},replaceToken,Replace an existing Token,w,2,w,floor,x-pile,ok
exam3,adafruit.com,PUT,/{username}/triggers/{id},replaceTrigger,Replace an existing Trigger,w,3,x,live-verb,,FALSE-ALARM
exam3,adobe.com,DELETE,/{path}/{name},deleteNode,,w,2,w,floor,x-pile,ok
exam3,adobe.com,DELETE,/etc/replication/agents.{runmode}/{name},deleteAgent,,w,2,w,yours-noun,evidence,ok
exam3,agco-ats.com,DELETE,/api/v2/AuthorizationCodeDefinitions/{id},AuthorizationCodeDefinitions_DeleteAuthorizationCodeDefinition,Disable an authorization code definition,w,3,x,other-noun,,FALSE-ALARM
exam3,agco-ats.com,DELETE,/api/v2/ContentSubmissionAttributes/{contentSubmissionAttributeID},ContentSubmissions_DeleteContentSubmissionAttribute,Remove an Attribute from a ContentSubmission,w,2,w,floor,x-pile,ok
exam3,agco-ats.com,DELETE,/api/v2/Languages/{LocaleID},Languages_DeleteLanguage,Remove a Language from those supported for translations. Marks language as deleted.,w,2,w,yours-noun,evidence,ok
exam3,agco-ats.com,DELETE,/api/v2/PriorityPackages/{ID},PriorityPackages_DeletePriorityPackages,Delete a Priority Package for a Client.,w,2,w,yours-noun,evidence,ok
exam3,agco-ats.com,PUT,/api/v2/AftermarketServices/UserStatuses,AftermarketServices_UpdateUserStatus,Update the status of an EDT Kit Registration with AGCO Power Web Services,w,3,x,other-noun,,FALSE-ALARM
exam3,agco-ats.com,PUT,/api/v2/agents/{agentID},Agents_PutAgent,Update an Agent,w,2,w,yours-noun,evidence,ok
exam3,agco-ats.com,PUT,/api/v2/AuthorizationCodeDefinitions/{id},AuthorizationCodeDefinitions_PutAuthorizationCodeDefinition,Update an authorization code definition,w,3,x,other-noun,,FALSE-ALARM
exam3,agco-ats.com,PUT,/api/v2/Clients/{ID},Clients_Put,Update a Client.,w,2,w,floor,x-pile,ok
exam3,agco-ats.com,PUT,/api/v2/ContentDefinitions/{contentDefinitionID},ContentDefinitions_PutContentDefinition,Update a ContentDefinition,w,2,w,floor,x-pile,ok
exam3,agco-ats.com,PUT,/api/v2/ContentSubmissionAttributes/Batch,ContentSubmissions_PutContentSubmissionAttributes,No Documentation Found.,w,2,w,floor,x-pile,ok
exam3,agco-ats.com,PUT,/api/v2/GlobalImages/{ID},GlobalImages_PutGlobalImage,Update the metadata for an image.,w,2,w,floor,x-pile,ok
exam3,agco-ats.com,PUT,/api/v2/LicenseActivations/{ID},LicenseActivations_Put,Update a license activiation.,w,2,w,floor,x-pile,ok
exam3,agco-ats.com,PUT,/api/v2/PackageTypetoBundles,PackageTypetoBundles_Put,Update a Package Type ID to Bundle Relationship.,w,2,w,floor,x-pile,ok
exam3,agco-ats.com,PUT,/api/v2/Roles/{id},Roles_PutRole,Updates a User Role,x,3,x,other-noun,,ok
exam3,agco-ats.com,PUT,/api/v2/StringTranslations/{stringId}/{languageId},StringTranslations_UpdateTranslation,Update a string value or a state for a string translation.,w,2,w,yours-noun,evidence,ok
exam3,agco-ats.com,PUT,/api/v2/TranslationSets/{ID}/Strings,TranslationSets_UpdateTranslationSetStrings,No Documentation Found.,w,2,w,floor,x-pile,ok
exam3,akeneo.com,DELETE,/api/rest/v1/products/{code},delete_products__code_,Delete a product,w,2,w,yours-noun,evidence,ok
exam3,akeneo.com,PATCH,/api/rest/v1/asset-families/{asset_family_code}/assets,patch_assets,Update/create several assets,w,2,w,yours-noun,evidence,ok
exam3,akeneo.com,PATCH,/api/rest/v1/asset-families/{asset_family_code}/assets/{code},patch_asset__code_,Update/create an asset,w,2,w,yours-noun,evidence,ok
exam3,akeneo.com,PATCH,/api/rest/v1/asset-families/{asset_family_code}/attributes/{attribute_code}/options/{code},patch_asset_attributes__attribute_code__options__code_,Update/create an asset attribute option for a given asset family,w,2,w,floor,x-pile,ok
exam3,akeneo.com,PATCH,/api/rest/v1/assets,patch_pam_assets,Update/create several PAM assets,w,2,w,floor,x-pile,ok
exam3,akeneo.com,PATCH,/api/rest/v1/association-types/{code},association_types_patch,Update/create an association type,w,2,w,floor,x-pile,ok
exam3,akeneo.com,PATCH,/api/rest/v1/attribute-groups,several_attribute_groups_patch,Update/create several attribute groups,w,3,x,other-noun,,FALSE-ALARM
exam3,akeneo.com,PATCH,/api/rest/v1/attribute-groups/{code},attribute_groups_patch,Update/create an attribute group,w,3,x,other-noun,,FALSE-ALARM
exam3,akeneo.com,PATCH,/api/rest/v1/attributes/{attribute_code}/options/{code},patch_attributes__attribute_code__options__code_,Update/create an attribute option,w,2,w,floor,x-pile,ok
exam3,akeneo.com,PATCH,/api/rest/v1/categories,patch_categories,Update/create several categories,w,2,w,yours-noun,evidence,ok
exam3,akeneo.com,PATCH,/api/rest/v1/categories/{code},patch_categories__code_,Update/create a category,w,2,w,yours-noun,evidence,ok
exam3,akeneo.com,PATCH,/api/rest/v1/families,patch_families,Update/create several families,w,2,w,floor,x-pile,ok
exam3,akeneo.com,PATCH,/api/rest/v1/products-uuid,patch_products_uuid,Update/create several products,w,2,w,yours-noun,evidence,ok
exam3,akeneo.com,PATCH,/api/rest/v1/products-uuid/{uuid},patch_products_uuid__uuid_,Update/create a product,w,2,w,yours-noun,evidence,ok
exam3,akeneo.com,PATCH,/api/rest/v1/reference-entities/{reference_entity_code}/attributes/{attribute_code}/options/{code},patch_reference_entity_attributes__attribute_code__options__code_,Update/create a reference entity attribute option,w,2,w,floor,x-pile,ok
exam3,akeneo.com,PATCH,/api/rest/v1/reference-entities/{reference_entity_code}/attributes/{code},patch_reference_entity_attributes__code_,Update/create an attribute of a given reference entity,w,2,w,floor,x-pile,ok
exam3,alertersystem.com,DELETE,/api/transport-alerta/{id},api_transport-alerta_id_delete,Removes the TransportAlerta resource.,w,2,w,floor,x-pile,ok
exam3,alertersystem.com,DELETE,/api/transport-clickatell/{id},api_transport-clickatell_id_delete,Removes the TransportClickatell resource.,w,2,w,floor,x-pile,ok
exam3,alertersystem.com,DELETE,/api/transport-esendex/{id},api_transport-esendex_id_delete,Removes the TransportEsendex resource.,w,2,w,floor,x-pile,ok
exam3,alertersystem.com,DELETE,/api/transport-kaz-info-teh/{id},api_transport-kaz-info-teh_id_delete,Removes the TransportKazInfoTeh resource.,w,2,w,floor,x-pile,ok
exam3,alertersystem.com,DELETE,/api/transport-light-sms/{id},api_transport-light-sms_id_delete,Removes the TransportLightSms resource.,w,2,w,floor,x-pile,ok
exam3,alertersystem.com,DELETE,/api/transport-mattermost/{id},api_transport-mattermost_id_delete,Removes the TransportMattermost resource.,w,2,w,floor,x-pile,ok
exam3,alertersystem.com,DELETE,/api/transport-plivo/{id},api_transport-plivo_id_delete,Removes the TransportPlivo resource.,w,2,w,floor,x-pile,ok
exam3,alertersystem.com,DELETE,/api/transport-sms77/{id},api_transport-sms77_id_delete,Removes the TransportSms77 resource.,w,2,w,floor,x-pile,ok
exam3,alertersystem.com,DELETE,/api/transport-telegram/{id},api_transport-telegram_id_delete,Removes the TransportTelegram resource.,w,2,w,floor,x-pile,ok
exam3,alertersystem.com,DELETE,/api/transport-vonage/{id},api_transport-vonage_id_delete,Removes the TransportVonage resource.,w,2,w,floor,x-pile,ok
exam3,alertersystem.com,PUT,/api/transport-discord/{id},api_transport-discord_id_put,Replaces the TransportDiscord resource.,w,2,w,floor,x-pile,ok
exam3,alertersystem.com,PUT,/api/transport-email/{id},api_transport-email_id_put,Replaces the TransportEmail resource.,w,2,w,floor,x-pile,ok
exam3,alertersystem.com,PUT,/api/transport-infobip/{id},api_transport-infobip_id_put,Replaces the TransportInfobip resource.,w,2,w,floor,x-pile,ok
exam3,alertersystem.com,PUT,/api/transport-linked-in/{id},api_transport-linked-in_id_put,Replaces the TransportLinkedIn resource.,w,2,w,floor,x-pile,ok
exam3,alertersystem.com,PUT,/api/transport-message-media/{id},api_transport-message-media_id_put,Replaces the TransportMessageMedia resource.,w,3,x,other-noun,,FALSE-ALARM
exam3,alertersystem.com,PUT,/api/transport-octopush/{id},api_transport-octopush_id_put,Replaces the TransportOctopush resource.,w,2,w,floor,x-pile,ok
exam3,amadeus.com,DELETE,/booking/flight-orders/{flight-orderId},cancelFlightOrder,Cancel a given flight order,x,3,x,live-verb,,ok
exam3,anchore.io,DELETE,/accounts/{accountname},delete_account,"Delete the specified account, only allowed if the account is in the disabled state. All users will be deleted along with the account and all resources will be g",x,2,w,floor,x-pile,LEAK
exam3,anchore.io,DELETE,/archives/images/{imageDigest},delete_archived_analysis,,w,3,x,other-noun,,FALSE-ALARM
exam3,anchore.io,DELETE,/archives/rules/{ruleId},delete_analysis_archive_rule,,w,3,x,other-noun,,FALSE-ALARM
exam3,anchore.io,DELETE,/events,delete_events,Delete Events,w,2,w,floor,x-pile,ok
exam3,anchore.io,DELETE,/images,delete_images_async,Bulk mark images for deletion,w,3,x,other-noun,,FALSE-ALARM
exam3,anchore.io,DELETE,/images/{imageDigest},delete_image,Delete an image analysis,w,3,x,other-noun,,FALSE-ALARM
exam3,anchore.io,DELETE,/imports/images/{operation_id},invalidate_operation,Invalidate operation ID so it can be garbage collected,w,2,w,floor,x-pile,ok
exam3,anchore.io,DELETE,/policies/{policyId},delete_policy,Delete policy,w,2,w,floor,x-pile,ok
exam3,anchore.io,DELETE,/registries/{registry},delete_registry,Delete a registry configuration,w,2,w,yours-noun,evidence,ok
exam3,anchore.io,DELETE,/subscriptions/{subscriptionId},delete_subscription,Delete subscriptions of a specific type,w,2,w,floor,x-pile,ok
exam3,anchore.io,DELETE,/system/feeds/{feed}/{group},delete_feed_group,,w,3,x,other-noun,,FALSE-ALARM
exam3,anchore.io,PUT,/accounts/{accountname}/state,update_account_state,Update the state of an account to either enabled or disabled. For deletion use the DELETE route,x,2,w,floor,x-pile,LEAK
exam3,anchore.io,PUT,/registries/{registry},update_registry,Update/replace a registry configuration,w,2,w,yours-noun,evidence,ok
exam3,anchore.io,PUT,/subscriptions/{subscriptionId},update_subscription,Update an existing and specific subscription,w,2,w,floor,x-pile,ok
exam3,anchore.io,PUT,/system/feeds/{feed},toggle_feed_enabled,,w,3,x,other-noun,,FALSE-ALARM
exam3,anchore.io,PUT,/system/feeds/{feed}/{group},toggle_group_enabled,,w,3,x,other-noun,,FALSE-ALARM
exam3,apache.org,DELETE,/dags/{dag_id},delete_dag,Delete a DAG,w,2,w,floor,x-pile,ok
exam3,apache.org,DELETE,/dags/{dag_id}/dagRuns/{dag_run_id},delete_dag_run,Delete a DAG run,w,3,x,live-verb,,FALSE-ALARM
exam3,apache.org,DELETE,/pools/{pool_name},delete_pool,Delete a pool,w,2,w,yours-noun,evidence,ok
exam3,apache.org,DELETE,/pools/{pool_name},delete_pool,Delete a pool,w,2,w,yours-noun,evidence,ok
exam3,apache.org,DELETE,/queues/{queueName},deleteQueue,Delete Queue.,w,3,x,other-noun,,FALSE-ALARM
exam3,apache.org,DELETE,/users/{username},delete_user,Delete a user,x,3,x,other-noun,,ok
exam3,apache.org,PATCH,/connections/{connection_id},patch_connection,Update a connection,w,2,w,yours-noun,evidence,ok
exam3,apache.org,PATCH,/dags/{dag_id},patch_dag,Update a DAG,w,2,w,floor,x-pile,ok
exam3,apache.org,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id}/setNote,set_dag_run_note,Update the DagRun note.,w,3,x,live-verb,,FALSE-ALARM
exam3,apache.org,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id}/setNote,set_dag_run_note,Update the DagRun note.,w,3,x,live-verb,,FALSE-ALARM
exam3,apache.org,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id}/{map_index},patch_mapped_task_instance,Updates the state of a mapped task instance,w,2,w,floor,x-pile,ok
exam3,apache.org,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id}/{map_index},patch_mapped_task_instance,Updates the state of a mapped task instance,w,2,w,floor,x-pile,ok
exam3,apache.org,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id}/setNote,set_task_instance_note,Update the TaskInstance note.,w,2,w,floor,x-pile,ok
exam3,apache.org,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id}/setNote,set_task_instance_note,Update the TaskInstance note.,w,2,w,floor,x-pile,ok
exam3,apache.org,PATCH,/roles/{role_name},patch_role,Update a role,x,3,x,other-noun,,ok
exam3,apache.org,PATCH,/variables/{variable_key},patch_variable,Update a variable,w,2,w,yours-noun,evidence,ok
exam3,apacta.com,DELETE,/companies_vendors/bulkDelete,bulkCompaniesVendors,Bulk delete companies vendors,w,2,w,yours-noun,evidence,ok
exam3,apacta.com,DELETE,/companies/{company_id}/form_templates/{form_template_id},,Delete a form template company,w,2,w,floor,x-pile,ok
exam3,apacta.com,DELETE,/products/{product_id},,Delete a product,w,2,w,yours-noun,evidence,ok
exam3,apacta.com,DELETE,/products/{product_id}/variants/{variant_type}/{variant_id},,Delete a product variant,w,2,w,yours-noun,evidence,ok
exam3,apacta.com,DELETE,/project_statuses/bulkDelete,,Bulk delete project statuses,w,2,w,floor,x-pile,ok
exam3,apacta.com,DELETE,/projects/{project_id},,Delete a project,w,2,w,floor,x-pile,ok
exam3,apacta.com,DELETE,/projects/{project_id}/project_files/{project_file_id}/,,Delete project file,w,2,w,floor,x-pile,ok
exam3,apacta.com,DELETE,/time_entry_rates/{time_entry_rate_id},,Delete time entry rate,w,3,x,other-noun,,FALSE-ALARM
exam3,apacta.com,PUT,/companies/{company_id}/companies_integration_feature_settings/{c_integration_feature_setting_id},,Edit a company integration feature setting,w,2,w,floor,x-pile,ok
exam3,apacta.com,PUT,/contacts/{contact_id},,Edit a contact,w,2,w,yours-noun,evidence,ok
exam3,apacta.com,PUT,/driving_types/{driving_type_id},put-driving_types-driving_type_id,Edit driving type,w,2,w,floor,x-pile,ok
exam3,apacta.com,PUT,/events/{event_id},,Edit event,w,2,w,floor,x-pile,ok
exam3,apacta.com,PUT,/forms/{form_id},,Edit a form,w,2,w,floor,x-pile,ok
exam3,apacta.com,PUT,/projects/{project_id}/files/{file_id}/,,Edit file,w,2,w,floor,x-pile,ok
exam3,apacta.com,PUT,/users/{user_id}/integration_settings/{integration_settings_user_id},,Edit a user integration setting,w,2,w,floor,x-pile,ok
exam3,api.ebay.com,DELETE,/fulfillment_policy/{fulfillmentPolicyId},deleteFulfillmentPolicy,,w,3,x,other-noun,,FALSE-ALARM
exam3,api.ebay.com,DELETE,/sales_tax/{countryCode}/{jurisdictionId},deleteSalesTax,,w,2,w,yours-noun,evidence,ok
exam3,api.ebay.com,PUT,/custom_policy/{custom_policy_id},updateCustomPolicy,,w,2,w,floor,x-pile,ok
