provider,method,path,operationId,summary,class,step,rule,flag
digitalocean,PUT,/v2/security/settings/plan,security_update_settings_plan,Update Plan,x,3,other-noun,
digitalocean,POST,/v2/security/settings/suppressions,security_create_suppression,Create Suppression,x,3,floor,
digitalocean,DELETE,/v2/security/settings/suppressions/{suppression_uuid},security_delete_suppression,Delete Suppression,x,3,other-noun,
digitalocean,GET,/v2/sizes,sizes_list,List All Droplet Sizes,r,1,method,
digitalocean,GET,/v2/snapshots,snapshots_list,List All Snapshots,r,1,method,
digitalocean,GET,/v2/snapshots/{snapshot_id},snapshots_get,Retrieve an Existing Snapshot,r,1,method,
digitalocean,DELETE,/v2/snapshots/{snapshot_id},snapshots_delete,Delete a Snapshot,w,2,floor,x-pile
digitalocean,GET,/v2/spaces/keys,spacesKey_list,List Spaces Access Keys,r,1,method,
digitalocean,POST,/v2/spaces/keys,spacesKey_create,Create a New Spaces Access Key,x,3,floor,
digitalocean,GET,/v2/spaces/keys/{access_key},spacesKey_get,Get a Spaces Access Key,r,1,method,
digitalocean,PUT,/v2/spaces/keys/{access_key},spacesKey_update,Update Spaces Access Keys,w,2,yours-noun,evidence
digitalocean,DELETE,/v2/spaces/keys/{access_key},spacesKey_delete,Delete a Spaces Access Key,w,2,yours-noun,evidence
digitalocean,PATCH,/v2/spaces/keys/{access_key},spacesKey_patch,Update Spaces Access Keys,w,2,yours-noun,evidence
digitalocean,GET,/v2/tags,tags_list,List All Tags,r,1,method,
digitalocean,POST,/v2/tags,tags_create,Create a New Tag,x,3,floor,
digitalocean,GET,/v2/tags/{tag_id},tags_get,Retrieve a Tag,r,1,method,
digitalocean,DELETE,/v2/tags/{tag_id},tags_delete,Delete a Tag,w,2,yours-noun,evidence
digitalocean,POST,/v2/tags/{tag_id}/resources,tags_assign_resources,Tag a Resource,x,3,floor,
digitalocean,DELETE,/v2/tags/{tag_id}/resources,tags_unassign_resources,Untag a Resource,x,3,other-noun,
digitalocean,GET,/v2/vector-databases,vectorDatabases_list,List All Vector Databases,r,1,method,
digitalocean,POST,/v2/vector-databases,vectorDatabases_create,Create a New Vector Database,x,3,floor,
digitalocean,GET,/v2/vector-databases/{id},vectorDatabases_get,Retrieve an Existing Vector Database,r,1,method,
digitalocean,PUT,/v2/vector-databases/{id},vectorDatabases_update,Update a Vector Database,w,2,floor,x-pile
digitalocean,DELETE,/v2/vector-databases/{id},vectorDatabases_delete,Delete a Vector Database,w,2,floor,x-pile
digitalocean,GET,/v2/vector-databases/{id}/backups,vectorDatabases_list_backups,List Backups for a Vector Database,r,1,method,
digitalocean,GET,/v2/vector-databases/{id}/backups/{backup_id}/restore,vectorDatabases_get_restore_status,Retrieve the Status of a Restore,r,1,method,
digitalocean,POST,/v2/vector-databases/{id}/backups/{backup_id}/restore,vectorDatabases_post_restore_backup,Restore a Vector Database from a Backup,x,3,floor,
digitalocean,GET,/v2/vector-databases/{id}/credentials,vectorDatabases_get_credentials,Retrieve Admin Credentials for a Vector Database,r,1,method,
digitalocean,POST,/v2/vector-databases/{id}/resize,vectorDatabases_post_resize,Resize a Vector Database,x,3,floor,
digitalocean,PUT,/v2/vector-databases/{id}/tags,vectorDatabases_update_tags,Update Tags on a Vector Database,w,2,floor,x-pile
digitalocean,GET,/v2/volumes,volumes_list,List All Block Storage Volumes,r,1,method,
digitalocean,POST,/v2/volumes,volumes_create,Create a New Block Storage Volume,x,3,floor,
digitalocean,DELETE,/v2/volumes,volumes_delete_byName,Delete a Block Storage Volume by Name,w,2,floor,x-pile
digitalocean,POST,/v2/volumes/actions,volumeActions_post,Initiate A Block Storage Action By Volume Name,x,3,floor,
digitalocean,GET,/v2/volumes/snapshots/{snapshot_id},volumeSnapshots_get_byId,Retrieve an Existing Volume Snapshot,r,1,method,
digitalocean,DELETE,/v2/volumes/snapshots/{snapshot_id},volumeSnapshots_delete_byId,Delete a Volume Snapshot,w,2,floor,x-pile
digitalocean,GET,/v2/volumes/{volume_id},volumes_get,Retrieve an Existing Block Storage Volume,r,1,method,
digitalocean,DELETE,/v2/volumes/{volume_id},volumes_delete,Delete a Block Storage Volume,w,2,floor,x-pile
digitalocean,GET,/v2/volumes/{volume_id}/actions,volumeActions_list,List All Actions for a Volume,r,1,method,
digitalocean,POST,/v2/volumes/{volume_id}/actions,volumeActions_post_byId,Initiate A Block Storage Action By Volume Id,x,3,floor,
digitalocean,GET,/v2/volumes/{volume_id}/actions/{action_id},volumeActions_get,Retrieve an Existing Volume Action,r,1,method,
digitalocean,GET,/v2/volumes/{volume_id}/snapshots,volumeSnapshots_list,List Snapshots for a Volume,r,1,method,
digitalocean,POST,/v2/volumes/{volume_id}/snapshots,volumeSnapshots_create,Create Snapshot from a Volume,x,3,floor,
digitalocean,GET,/v2/vpcs,vpcs_list,List All VPCs,r,1,method,
digitalocean,POST,/v2/vpcs,vpcs_create,Create a New VPC,x,3,floor,
digitalocean,GET,/v2/vpcs/{vpc_id},vpcs_get,Retrieve an Existing VPC,r,1,method,
digitalocean,PUT,/v2/vpcs/{vpc_id},vpcs_update,Update a VPC,w,2,floor,x-pile
digitalocean,DELETE,/v2/vpcs/{vpc_id},vpcs_delete,Delete a VPC,w,2,floor,x-pile
digitalocean,PATCH,/v2/vpcs/{vpc_id},vpcs_patch,Partially Update a VPC,w,2,floor,x-pile
digitalocean,GET,/v2/vpcs/{vpc_id}/members,vpcs_list_members,List the Member Resources of a VPC,r,1,method,
digitalocean,GET,/v2/vpcs/{vpc_id}/peerings,vpcs_list_peerings,List the Peerings of a VPC,r,1,method,
digitalocean,POST,/v2/vpcs/{vpc_id}/peerings,vpcs_create_peerings,Create a Peering with a VPC,x,3,floor,
digitalocean,PATCH,/v2/vpcs/{vpc_id}/peerings/{vpc_peering_id},vpcs_patch_peerings,Update a VPC Peering,w,2,floor,x-pile
digitalocean,GET,/v2/vpc_peerings,vpcPeerings_list,List All VPC Peerings,r,1,method,
digitalocean,POST,/v2/vpc_peerings,vpcPeerings_create,Create a New VPC Peering,x,3,floor,
digitalocean,GET,/v2/vpc_peerings/{vpc_peering_id},vpcPeerings_get,Retrieve an Existing VPC Peering,r,1,method,
digitalocean,DELETE,/v2/vpc_peerings/{vpc_peering_id},vpcPeerings_delete,Delete a VPC peering,w,2,floor,x-pile
digitalocean,PATCH,/v2/vpc_peerings/{vpc_peering_id},vpcPeerings_patch,Update a VPC peering,w,2,floor,x-pile
digitalocean,GET,/v2/vpc_nat_gateways,vpcnatgateways_list,List All VPC NAT Gateways,r,1,method,
digitalocean,POST,/v2/vpc_nat_gateways,vpcnatgateways_create,Create a New VPC NAT Gateway,x,3,floor,
digitalocean,GET,/v2/vpc_nat_gateways/{id},vpcnatgateways_get,Retrieve an Existing VPC NAT Gateway,r,1,method,
digitalocean,PUT,/v2/vpc_nat_gateways/{id},vpcnatgateways_update,Update VPC NAT Gateway,w,2,floor,x-pile
digitalocean,DELETE,/v2/vpc_nat_gateways/{id},vpcnatgateways_delete,Delete VPC NAT Gateway,w,2,floor,x-pile
digitalocean,GET,/v2/uptime/checks,uptime_list_checks,List All Checks,r,1,method,
digitalocean,POST,/v2/uptime/checks,uptime_create_check,Create a New Check,x,3,floor,
digitalocean,GET,/v2/uptime/checks/{check_id},uptime_get_check,Retrieve an Existing Check,r,1,method,
digitalocean,PUT,/v2/uptime/checks/{check_id},uptime_update_check,Update a Check,w,2,floor,x-pile
digitalocean,DELETE,/v2/uptime/checks/{check_id},uptime_delete_check,Delete a Check,w,2,floor,x-pile
digitalocean,GET,/v2/uptime/checks/{check_id}/state,uptime_get_checkState,Retrieve Check State,r,1,method,
digitalocean,GET,/v2/uptime/checks/{check_id}/alerts,uptime_list_alerts,List All Alerts,r,1,method,
digitalocean,POST,/v2/uptime/checks/{check_id}/alerts,uptime_create_alert,Create a New Alert,x,3,floor,
digitalocean,GET,/v2/uptime/checks/{check_id}/alerts/{alert_id},uptime_get_alert,Retrieve an Existing Alert,r,1,method,
digitalocean,PUT,/v2/uptime/checks/{check_id}/alerts/{alert_id},uptime_update_alert,Update an Alert,w,2,floor,x-pile
digitalocean,DELETE,/v2/uptime/checks/{check_id}/alerts/{alert_id},uptime_delete_alert,Delete an Alert,w,2,floor,x-pile
digitalocean,GET,/v2/gen-ai/agents,genai_list_agents,List Agents,r,1,method,
digitalocean,POST,/v2/gen-ai/agents,genai_create_agent,Create an Agent,x,3,floor,
digitalocean,GET,/v2/gen-ai/agents/{agent_uuid}/api_keys,genai_list_agent_api_keys,List Agent API Keys,r,1,method,
digitalocean,POST,/v2/gen-ai/agents/{agent_uuid}/api_keys,genai_create_agent_api_key,Create an Agent API Key,x,3,floor,
digitalocean,PUT,/v2/gen-ai/agents/{agent_uuid}/api_keys/{api_key_uuid},genai_update_agent_api_key,Update API Key for an Agent,w,2,floor,x-pile
digitalocean,DELETE,/v2/gen-ai/agents/{agent_uuid}/api_keys/{api_key_uuid},genai_delete_agent_api_key,Delete API Key for an Agent,w,2,floor,x-pile
digitalocean,PUT,/v2/gen-ai/agents/{agent_uuid}/api_keys/{api_key_uuid}/regenerate,genai_regenerate_agent_api_key,Regenerate API Key for an Agent,w,2,floor,x-pile
digitalocean,POST,/v2/gen-ai/agents/{agent_uuid}/functions,genai_attach_agent_function,Add Function Route to an Agent,x,3,floor,
digitalocean,PUT,/v2/gen-ai/agents/{agent_uuid}/functions/{function_uuid},genai_update_agent_function,Update Function Route for an Agent,w,2,floor,x-pile
digitalocean,DELETE,/v2/gen-ai/agents/{agent_uuid}/functions/{function_uuid},genai_detach_agent_function,Delete Function Route for an Agent,w,2,floor,x-pile
digitalocean,POST,/v2/gen-ai/agents/{agent_uuid}/guardrails,genai_attach_agent_guardrails,Attach Guardrails to an Agent,x,3,floor,
digitalocean,DELETE,/v2/gen-ai/agents/{agent_uuid}/guardrails/{guardrail_uuid},genai_detach_agent_guardrail,Detach a Guardrail from an Agent,w,2,floor,x-pile
digitalocean,POST,/v2/gen-ai/agents/{agent_uuid}/knowledge_bases,genai_attach_knowledge_bases,Attach Knowledge Bases to an Agent,x,3,floor,
digitalocean,POST,/v2/gen-ai/agents/{agent_uuid}/knowledge_bases/{knowledge_base_uuid},genai_attach_knowledge_base,Attach Knowledge Base to an Agent,x,3,floor,
digitalocean,DELETE,/v2/gen-ai/agents/{agent_uuid}/knowledge_bases/{knowledge_base_uuid},genai_detach_knowledge_base,Detach Knowledge Base from an Agent,w,2,floor,x-pile
digitalocean,PUT,/v2/gen-ai/agents/{parent_agent_uuid}/child_agents/{child_agent_uuid},genai_update_attached_agent,Update Agent Route for an Agent,w,2,floor,x-pile
digitalocean,POST,/v2/gen-ai/agents/{parent_agent_uuid}/child_agents/{child_agent_uuid},genai_attach_agent,Add Agent Route to an Agent,x,3,floor,
digitalocean,DELETE,/v2/gen-ai/agents/{parent_agent_uuid}/child_agents/{child_agent_uuid},genai_detach_agent,Delete Agent Route for an Agent,w,2,floor,x-pile
digitalocean,GET,/v2/gen-ai/agents/{uuid},genai_get_agent,Retrieve an Existing Agent,r,1,method,
digitalocean,PUT,/v2/gen-ai/agents/{uuid},genai_update_agent,Update an Agent,w,2,floor,x-pile
digitalocean,DELETE,/v2/gen-ai/agents/{uuid},genai_delete_agent,Delete an Agent,w,2,floor,x-pile
digitalocean,GET,/v2/gen-ai/agents/{uuid}/child_agents,genai_get_agent_children,View Agent Routes,r,1,method,
digitalocean,PUT,/v2/gen-ai/agents/{uuid}/deployment_visibility,genai_update_agent_deployment_visibility,Update Agent Status,x,3,other-noun,
digitalocean,GET,/v2/gen-ai/agents/{uuid}/usage,genai_get_agent_usage,Get Agent Usage,r,1,method,
digitalocean,GET,/v2/gen-ai/agents/{uuid}/versions,genai_list_agent_versions,List Agent Versions,r,1,method,
digitalocean,PUT,/v2/gen-ai/agents/{uuid}/versions,genai_rollback_to_agent_version,Rollback to Agent Version,w,2,floor,x-pile
digitalocean,GET,/v2/gen-ai/anthropic/keys,genai_list_anthropic_api_keys,List Anthropic API Keys,r,1,method,
digitalocean,POST,/v2/gen-ai/anthropic/keys,genai_create_anthropic_api_key,Create Anthropic API Key,x,3,floor,
digitalocean,GET,/v2/gen-ai/anthropic/keys/{api_key_uuid},genai_get_anthropic_api_key,Get Anthropic API Key,r,1,method,
digitalocean,PUT,/v2/gen-ai/anthropic/keys/{api_key_uuid},genai_update_anthropic_api_key,Update Anthropic API Key,w,2,floor,x-pile
digitalocean,DELETE,/v2/gen-ai/anthropic/keys/{api_key_uuid},genai_delete_anthropic_api_key,Delete Anthropic API Key,w,2,floor,x-pile
digitalocean,GET,/v2/gen-ai/anthropic/keys/{uuid}/agents,genai_list_agents_by_anthropic_key,List agents by Anthropic key,r,1,method,
digitalocean,GET,/v2/gen-ai/custom_models,genai_list_custom_models,List Custom Models,r,1,method,
digitalocean,POST,/v2/gen-ai/custom_models/import,genai_import_custom_model,Import Custom Model,x,3,floor,
digitalocean,GET,/v2/gen-ai/custom_models/{uuid},genai_get_custom_model,Get Custom Model,r,1,method,
digitalocean,DELETE,/v2/gen-ai/custom_models/{uuid},genai_delete_custom_model,Delete Custom Model,w,2,floor,x-pile
digitalocean,PATCH,/v2/gen-ai/custom_models/{uuid}/metadata,genai_update_custom_model_metadata,Update Custom Model Metadata,w,2,floor,x-pile
digitalocean,GET,/v2/gen-ai/evaluation_datasets,genai_list_evaluation_datasets,List Evaluation Datasets,r,1,method,
digitalocean,POST,/v2/gen-ai/evaluation_datasets,genai_create_evaluation_dataset,Create Evaluation Dataset,x,3,floor,
digitalocean,POST,/v2/gen-ai/evaluation_datasets/file_upload_presigned_urls,genai_create_evaluation_dataset_file_upload_presigned_urls,Create Presigned URLs for Evaluation Dataset File Upload,x,3,floor,
digitalocean,DELETE,/v2/gen-ai/evaluation_datasets/{dataset_uuid},genai_delete_evaluation_dataset,Delete Evaluation Dataset,w,2,floor,x-pile
digitalocean,GET,/v2/gen-ai/evaluation_datasets/{dataset_uuid}/download_url,genai_get_evaluation_dataset_download_url,Get Download URL for Evaluation Dataset,r,1,method,
digitalocean,GET,/v2/gen-ai/evaluation_metrics,genai_list_evaluation_metrics,List Evaluation Metrics,r,1,method,
digitalocean,POST,/v2/gen-ai/custom_evaluation_metrics,genai_create_custom_evaluation_metric,Create Custom Evaluation Metric,x,3,floor,
digitalocean,PUT,/v2/gen-ai/custom_evaluation_metrics/{metric_uuid},genai_update_custom_evaluation_metric,Update Custom Evaluation Metric,w,2,floor,x-pile
digitalocean,DELETE,/v2/gen-ai/custom_evaluation_metrics/{metric_uuid},genai_delete_custom_evaluation_metric,Delete Custom Evaluation Metric,w,2,floor,x-pile
digitalocean,POST,/v2/gen-ai/evaluation_runs,genai_run_evaluation_test_case,Run an Evaluation Test Case,x,3,floor,
digitalocean,GET,/v2/gen-ai/evaluation_runs/{evaluation_run_uuid},genai_get_evaluation_run,Retrieve Information About an Existing Evaluation Run,r,1,method,
digitalocean,GET,/v2/gen-ai/evaluation_runs/{evaluation_run_uuid}/results,genai_get_evaluation_run_results,Retrieve Results of an Evaluation Run,r,1,method,
digitalocean,GET,/v2/gen-ai/evaluation_runs/{evaluation_run_uuid}/results/{prompt_id},genai_get_evaluation_run_prompt_results,Retrieve Results of an Evaluation Run Prompt,r,1,method,
digitalocean,GET,/v2/gen-ai/evaluation_test_cases,genai_list_evaluation_test_cases,List Evaluation Test Cases,r,1,method,
digitalocean,POST,/v2/gen-ai/evaluation_test_cases,genai_create_evaluation_test_case,Create Evaluation Test Case.,x,3,floor,
digitalocean,GET,/v2/gen-ai/evaluation_test_cases/{evaluation_test_case_uuid}/evaluation_runs,genai_list_evaluation_runs_by_test_case,List Evaluation Runs by Test Case,r,1,method,
digitalocean,GET,/v2/gen-ai/evaluation_test_cases/{test_case_uuid},genai_get_evaluation_test_case,Retrieve Information About an Existing Evaluation Test Case,r,1,method,
digitalocean,PUT,/v2/gen-ai/evaluation_test_cases/{test_case_uuid},genai_update_evaluation_test_case,Update an Evaluation Test Case.,x,3,other-noun,
digitalocean,GET,/v2/gen-ai/indexing_jobs,genai_list_indexing_jobs,List Indexing Jobs for a Knowledge Base,r,1,method,
digitalocean,POST,/v2/gen-ai/indexing_jobs,genai_create_indexing_job,Start Indexing Job for a Knowledge Base,x,3,floor,
digitalocean,GET,/v2/gen-ai/indexing_jobs/{indexing_job_uuid}/data_sources,genai_list_indexing_job_data_sources,List Data Sources for Indexing Job for a Knowledge Base,r,1,method,
digitalocean,GET,/v2/gen-ai/indexing_jobs/{indexing_job_uuid}/details_signed_url,genai_get_indexing_job_details_signed_url,Get Signed URL for Indexing Job Details,r,1,method,
digitalocean,GET,/v2/gen-ai/indexing_jobs/{uuid},genai_get_indexing_job,Retrieve Status of Indexing Job for a Knowledge Base,r,1,method,
digitalocean,PUT,/v2/gen-ai/indexing_jobs/{uuid}/cancel,genai_cancel_indexing_job,Cancel Indexing Job for a Knowledge Base,x,3,live-verb,
digitalocean,GET,/v2/gen-ai/knowledge_bases,genai_list_knowledge_bases,List Knowledge Bases,r,1,method,
digitalocean,POST,/v2/gen-ai/knowledge_bases,genai_create_knowledge_base,Create a Knowledge Base,x,3,floor,
digitalocean,POST,/v2/gen-ai/knowledge_bases/data_sources/file_upload_presigned_urls,genai_create_data_source_file_upload_presigned_urls,Create Presigned URLs for Data Source File Upload,x,3,floor,
digitalocean,GET,/v2/gen-ai/knowledge_bases/{knowledge_base_uuid}/data_sources,genai_list_knowledge_base_data_sources,List Data Sources for a Knowledge Base,r,1,method,
digitalocean,POST,/v2/gen-ai/knowledge_bases/{knowledge_base_uuid}/data_sources,genai_create_knowledge_base_data_source,Add Data Source to a Knowledge Base,x,3,floor,
digitalocean,PUT,/v2/gen-ai/knowledge_bases/{knowledge_base_uuid}/data_sources/{data_source_uuid},genai_update_knowledge_base_data_source,Update Data Source options,w,2,floor,x-pile
digitalocean,DELETE,/v2/gen-ai/knowledge_bases/{knowledge_base_uuid}/data_sources/{data_source_uuid},genai_delete_knowledge_base_data_source,Delete a Data Source from a Knowledge Base,w,2,floor,x-pile
digitalocean,GET,/v2/gen-ai/knowledge_bases/{knowledge_base_uuid}/indexing_jobs,genai_list_indexing_jobs_by_knowledge_base,List Indexing Jobs for a Knowledge Base,r,1,method,
digitalocean,GET,/v2/gen-ai/knowledge_bases/{uuid},genai_get_knowledge_base,Retrieve Information About an Existing Knowledge Base,r,1,method,
digitalocean,PUT,/v2/gen-ai/knowledge_bases/{uuid},genai_update_knowledge_base,Update a Knowledge Base,w,2,floor,x-pile
digitalocean,DELETE,/v2/gen-ai/knowledge_bases/{uuid},genai_delete_knowledge_base,Delete a Knowledge Base,w,2,floor,x-pile
digitalocean,POST,/v2/gen-ai/model_evaluation/datasets/file_upload_presigned_urls,genai_create_model_eval_dataset_upload_presigned_urls,Create Presigned URLs for Model Evaluation Dataset File Upload,x,3,floor,
digitalocean,GET,/v2/gen-ai/model_evaluation_metrics,genai_list_model_evaluation_metrics,List Model Evaluation Metrics,r,1,method,
digitalocean,GET,/v2/gen-ai/model_evaluation_presets,genai_list_model_evaluation_presets,List Model Evaluation Presets,r,1,method,
digitalocean,GET,/v2/gen-ai/model_evaluation_presets/{eval_preset_uuid},genai_get_model_evaluation_preset,Retrieve Model Evaluation Preset,r,1,method,
digitalocean,DELETE,/v2/gen-ai/model_evaluation_presets/{eval_preset_uuid},genai_delete_model_evaluation_preset,Delete Model Evaluation Preset,w,2,floor,x-pile
digitalocean,GET,/v2/gen-ai/model_evaluation_runs,genai_list_model_evaluation_runs,List Model Evaluation Runs,r,1,method,
digitalocean,POST,/v2/gen-ai/model_evaluation_runs,genai_create_model_evaluation_run,Create Model Evaluation Run,x,3,floor,
digitalocean,GET,/v2/gen-ai/model_evaluation_runs/{eval_run_uuid},genai_get_model_evaluation_run,Retrieve Model Evaluation Run,r,1,method,
digitalocean,DELETE,/v2/gen-ai/model_evaluation_runs/{eval_run_uuid},genai_delete_model_evaluation_run,Delete Model Evaluation Run,x,3,live-verb,
digitalocean,PATCH,/v2/gen-ai/model_evaluation_runs/{eval_run_uuid},genai_update_model_evaluation_run,Update Model Evaluation Run,x,3,live-verb,
digitalocean,PUT,/v2/gen-ai/model_evaluation_runs/{eval_run_uuid}/cancel,genai_cancel_model_evaluation_run,Cancel Model Evaluation Run,x,3,live-verb,
digitalocean,GET,/v2/gen-ai/model_evaluation_runs/{eval_run_uuid}/results/download_url,genai_get_model_evaluation_run_results_download_url,Get Download URL for Model Evaluation Run Results,r,1,method,
digitalocean,GET,/v2/gen-ai/models,genai_list_models,List Available Models,r,1,method,
digitalocean,GET,/v2/gen-ai/models/api_keys,genai_list_model_api_keys,List Model API Keys,r,1,method,
digitalocean,POST,/v2/gen-ai/models/api_keys,genai_create_model_api_key,Create a Model API Key,x,3,floor,
digitalocean,PUT,/v2/gen-ai/models/api_keys/{api_key_uuid},genai_update_model_api_key,Update API Key for a Model,w,2,floor,x-pile
digitalocean,DELETE,/v2/gen-ai/models/api_keys/{api_key_uuid},genai_delete_model_api_key,Delete API Key for a Model,w,2,floor,x-pile
digitalocean,PUT,/v2/gen-ai/models/api_keys/{api_key_uuid}/regenerate,genai_regenerate_model_api_key,Regenerate API Key for a Model,w,2,floor,x-pile
digitalocean,GET,/v2/gen-ai/models/catalog,genai_list_model_catalog,List Model Catalog,r,1,method,
digitalocean,GET,/v2/gen-ai/models/catalog/{id},genai_get_model_catalog_card,Get Model Catalog Card,r,1,method,
digitalocean,GET,/v2/gen-ai/models/routers,genai_list_model_routers,List Model Routers,r,1,method,
digitalocean,POST,/v2/gen-ai/models/routers,genai_create_model_router,Create a Model Router,x,3,floor,
digitalocean,GET,/v2/gen-ai/models/routers/presets,genai_list_model_router_presets,List Model Router Presets,r,1,method,
digitalocean,GET,/v2/gen-ai/models/routers/tasks/presets,genai_list_model_router_task_presets,List Model Router Task Presets,r,1,method,
digitalocean,GET,/v2/gen-ai/models/routers/{uuid},genai_get_model_router,Retrieve an Existing Model Router,r,1,method,
digitalocean,PUT,/v2/gen-ai/models/routers/{uuid},genai_update_model_router,Update a Model Router,w,2,floor,x-pile
digitalocean,DELETE,/v2/gen-ai/models/routers/{uuid},genai_delete_model_router,Delete a Model Router,w,2,floor,x-pile
digitalocean,POST,/v2/gen-ai/oauth2/dropbox/tokens,genai_create_oauth2_dropbox_tokens,Get Oauth2 Dropbox Tokens,x,3,floor,
digitalocean,GET,/v2/gen-ai/oauth2/url,genai_get_oauth2_url,Get Oauth2 URL,r,1,method,
digitalocean,GET,/v2/gen-ai/openai/keys,genai_list_openai_api_keys,List OpenAI API Keys,r,1,method,
digitalocean,POST,/v2/gen-ai/openai/keys,genai_create_openai_api_key,Create OpenAI API Key,x,3,floor,
digitalocean,GET,/v2/gen-ai/openai/keys/{api_key_uuid},genai_get_openai_api_key,Get OpenAI API Key,r,1,method,
digitalocean,PUT,/v2/gen-ai/openai/keys/{api_key_uuid},genai_update_openai_api_key,Update OpenAI API Key,w,2,floor,x-pile
digitalocean,DELETE,/v2/gen-ai/openai/keys/{api_key_uuid},genai_delete_openai_api_key,Delete OpenAI API Key,w,2,floor,x-pile
digitalocean,GET,/v2/gen-ai/openai/keys/{uuid}/agents,genai_list_agents_by_openai_key,List agents by OpenAI key,r,1,method,
digitalocean,GET,/v2/gen-ai/regions,genai_list_datacenter_regions,List Datacenter Regions,r,1,method,
digitalocean,GET,/v2/gen-ai/scenario_library,genai_list_scenario_library,List Common Scenario & Goal Library,r,1,method,
digitalocean,POST,/v2/gen-ai/scenario_library/{library_scenario_uuid}/create_scenario_set,genai_create_scenario_set_from_library,Create Scenario Set From Library,x,3,floor,
digitalocean,GET,/v2/gen-ai/scenario_library/{library_scenario_uuid}/scenarios,genai_list_scenario_library_scenarios,List Scenarios In Library Entry,r,1,method,
digitalocean,GET,/v2/gen-ai/scenario_sets,genai_list_scenario_sets,List Scenario Sets,r,1,method,
digitalocean,POST,/v2/gen-ai/scenario_sets,genai_create_scenario_set,Create Scenario Set,x,3,floor,
digitalocean,POST,/v2/gen-ai/scenario_sets/file_upload_presigned_urls,genai_create_scenario_set_upload_presigned_urls,Create Presigned URLs for Scenario Set File Upload,x,3,floor,
digitalocean,POST,/v2/gen-ai/scenario_sets/generate,genai_create_generated_scenario_set,Generate Scenario Set,x,3,floor,
digitalocean,GET,/v2/gen-ai/scenario_sets/{scenario_set_uuid},genai_get_scenario_set,Retrieve Scenario Set,r,1,method,
digitalocean,PUT,/v2/gen-ai/scenario_sets/{scenario_set_uuid},genai_update_scenario_set,Update Scenario Set,w,2,floor,x-pile
digitalocean,DELETE,/v2/gen-ai/scenario_sets/{scenario_set_uuid},genai_delete_scenario_set,Delete Scenario Set,w,2,floor,x-pile
digitalocean,GET,/v2/gen-ai/scenario_sets/{scenario_set_uuid}/download_url,genai_get_scenario_set_download_url,Retrieve Scenario Set Download URL,r,1,method,
digitalocean,POST,/v2/gen-ai/scenario_sets/{scenario_set_uuid}/duplicate,genai_create_duplicate_scenario_set,Duplicate Scenario Set,x,3,floor,
digitalocean,GET,/v2/gen-ai/scenario_sets/{scenario_set_uuid}/scenarios,genai_list_scenarios,List Scenarios,r,1,method,
digitalocean,POST,/v2/gen-ai/scheduled-indexing,genai_create_scheduled_indexing,Create scheduled indexing for knowledge base,x,3,floor,
digitalocean,GET,/v2/gen-ai/scheduled-indexing/knowledge-base/{knowledge_base_uuid},genai_get_scheduled_indexing,Get Scheduled Indexing for Knowledge Base,r,1,method,
digitalocean,DELETE,/v2/gen-ai/scheduled-indexing/{uuid},genai_delete_scheduled_indexing,Delete Scheduled Indexing,w,2,floor,x-pile
digitalocean,GET,/v2/gen-ai/simulation_runs,genai_list_simulation_runs,List Simulation Runs,r,1,method,
digitalocean,POST,/v2/gen-ai/simulation_runs,genai_create_simulation_run,Create Simulation Run,x,3,floor,
digitalocean,GET,/v2/gen-ai/simulation_runs/{run_uuid},genai_get_simulation_run,Retrieve Simulation Run,r,1,method,
digitalocean,PUT,/v2/gen-ai/simulation_runs/{run_uuid},genai_update_simulation_run,Update Simulation Run,x,3,live-verb,
digitalocean,DELETE,/v2/gen-ai/simulation_runs/{run_uuid},genai_delete_simulation_run,Delete Simulation Run,x,3,live-verb,
digitalocean,PATCH,/v2/gen-ai/simulation_runs/{run_uuid}/cancel,genai_patch_cancel_simulation_run,Cancel Simulation Run,x,3,live-verb,
digitalocean,GET,/v2/gen-ai/simulation_runs/{run_uuid}/journeys,genai_list_simulation_journeys,List Simulation Journeys,r,1,method,
digitalocean,GET,/v2/gen-ai/simulation_runs/{run_uuid}/journeys/{journey_uuid},genai_get_simulation_journey,Retrieve Simulation Journey,r,1,method,
digitalocean,GET,/v2/gen-ai/simulation_runs/{run_uuid}/journeys/{journey_uuid}/trajectory,genai_get_simulation_journey_trajectory,Retrieve Journey Trajectory,r,1,method,
digitalocean,GET,/v2/gen-ai/simulation_runs/{run_uuid}/journeys/{journey_uuid}/trajectory_url,genai_get_simulation_journey_trajectory_url,Retrieve Journey Trajectory Download URL,r,1,method,
digitalocean,GET,/v2/gen-ai/workspaces,genai_list_workspaces,List Workspaces,r,1,method,
digitalocean,POST,/v2/gen-ai/workspaces,genai_create_workspace,Create a Workspace,x,3,floor,
digitalocean,GET,/v2/gen-ai/workspaces/{workspace_uuid},genai_get_workspace,Retrieve an Existing Workspace,r,1,method,
digitalocean,PUT,/v2/gen-ai/workspaces/{workspace_uuid},genai_update_workspace,Update a Workspace,w,2,floor,x-pile
digitalocean,DELETE,/v2/gen-ai/workspaces/{workspace_uuid},genai_delete_workspace,Delete a Workspace,w,2,floor,x-pile
digitalocean,GET,/v2/gen-ai/workspaces/{workspace_uuid}/agents,genai_list_agents_by_workspace,List agents by Workspace,r,1,method,
