repo,file,version,sha,path,method,operationId,summary,description,default_class
ModelAsAService,qa-assistant-manage.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/assistants/{assistantId},DELETE,deleteAssistant,Delete a QA assistant,Permanently removes a QA assistant configuration.  **Key Features:** - Irreversible deletion - Cleans up associated resources - Immediate deactivation  **Key Rules:** - Requires valid UUID `assistantId` - Needs `qa-assistant-manage:assistants:delete` scope - Cannot be undone  **Response Characteristics:** - **204 No Content**: Successful deletion (no body) - **404 Not Found**: Invalid assistantId - **403 Forbidden**: Missing required scope - **500 Internal Server Error**: Deletion processing failure,w
ModelAsAService,qa-assistant-service.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/answer,POST,queryAssistant,Get an answer from a QA assistant,"Queries a configured QA assistant to generate answers using knowledge bases and LLMs.  **Tool usage during answer generation:** If the assistant has tools associated via `toolIds` (see `qa-assistant-manage`), the platform's LLM MAY invoke those tools automatically while generating the answer, turning the assistant into an agent that can take actions to ground or enrich its responses. Whether and which tools are invoked is decided by the LLM at query time based on the prompt and the assistant configuration. Tool invocation details (whether any tool was called, which ones, with what arguments an",x
MostFrequentLocation,most-frequent-location.yaml,wip,935010325a3a38e4b91347f1f343311154bbd375,/verify,POST,verifyFrequentLocation,Verify the most frequent location of a device,Verify the frequency with which a device is within a requested geographic area location. The location can be defined by a postal code or a latitude and longitude coordinates. The operation returns a score representing how frequently the device was connected to antennas whose coverage covers the requested area.,x
MultiPointVPN,multi-point-vpn.yaml,wip,d274cfd4df4c5e8165c3308bc95d07d3d4fdbde2,/networks,POST,createNetwork,To create a multipoint virtual private network,Create a multipoint virtual private network,x
MultiPointVPN,multi-point-vpn.yaml,wip,d274cfd4df4c5e8165c3308bc95d07d3d4fdbde2,/networks/{serviceId},PATCH,updateNetwork,To update a multipoint virtual private network,Update a multipoint virtual private network,x
MultiPointVPN,multi-point-vpn.yaml,wip,d274cfd4df4c5e8165c3308bc95d07d3d4fdbde2,/networks/{serviceId},GET,getNetwork,retrieve multipoint virtual private network details,Retrieve multipoint virtual private network details,r
MultiPointVPN,multi-point-vpn.yaml,wip,d274cfd4df4c5e8165c3308bc95d07d3d4fdbde2,/networks/{serviceId},DELETE,deleteNetwork,Delete multipoint virtual private network,Delete multipoint virtual private network,w
MultiPointVPN,multi-point-vpn.yaml,wip,d274cfd4df4c5e8165c3308bc95d07d3d4fdbde2,/assessment,POST,assessConnectionFeasibility,Assess Multipoint VPN connection feasibility,Get the feasibility assessment for a Multipoint VPN connection,x
NetworkAccessManagement,network-access-devices.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/network-access-devices,GET,getNetworkAccessDevices,Get all Network Access Devices associated with the service owner,Retrieves all Network Access Devices associated with the subscriber that the caller is authorized to manage using the `network-access-devices:reboot` scope.,r
NetworkAccessManagement,network-access-devices.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/network-access-devices/{networkAccessDeviceId},GET,getNetworkAccessDevice,Get a specific Network Access Device,Retrieves the Network Access Device that matches the given ID.,r
NetworkAccessManagement,network-access-devices.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/reboot-requests,POST,createRebootRequest,Create a new Reboot Request,Creates a new Reboot Request targeting one or more Network Access Devices.,x
NetworkAccessManagement,network-access-devices.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/reboot-requests,GET,getRebootRequests,Get all Reboot Requests created by the calling API client,This endpoint returns a list of Reboot Requests associated with the service owner created by the calling API client.,r
NetworkAccessManagement,network-access-devices.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/reboot-requests/{rebootRequestId},GET,getRebootRequest,Get a specific Reboot Request,Retrieves the Reboot Request that matches the given ID.,r
NetworkAccessManagement,network-access-devices.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/reboot-requests/{rebootRequestId},PATCH,updateRebootRequest,Update an existing Reboot Request,"Updates an existing Reboot Request to modify its scheduled time or cancel it.  A 409 INCOMPATIBLE_STATE is returned if the Reboot Request is in a state that does not allow the requested change (for example, it is already executing or has completed).",x
NetworkAccessManagement,network-access-devices.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/reboot-requests/{rebootRequestId},DELETE,deleteRebootRequest,Delete an existing Reboot Request,"Deletes an existing Reboot Request, cancelling the scheduled reboot if it has not yet occurred.",w
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/services,GET,getServices,Get all services accessible to the authenticated identity,"Returns all services accessible to the calling identity. Services represent a logical commercial relationship between a subscriber and a network operator, typically corresponding to a unique service account or subscription.  This endpoint supports workflows where an API Consumer (e.g., AirBnB, Amazon) has received subscriber authorization and must enumerate services to link with Network Client Devices or Trust Domains.",r
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/services/{serviceId},GET,getService,Get a service by ID,Returns a specific service corresponding to the given `serviceId`.  This can be used to inspect service metadata prior to using it in other API operations such as Trust Domain creation.  **Required Scopes:** - `network-access-domains:services:read`,r
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/capabilities,GET,getTrustDomainCapabilities,Get Trust Domain capabilities,"Retrieves the set of Trust Domain configuration capabilities supported by the API provider. Capabilities describe supported access types, policy constraints, and configuration limits.  This endpoint enables API clients to discover: - Which access types are supported (Wi-Fi variants, Thread modes, etc.) - What policy types are available - Operational limits and constraints - Advanced features and configuration options  Use this endpoint before creating Trust Domains to ensure your configuration is supported by the target API provider/network operator.",r
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains,POST,createTrustDomain,Create a new Trust Domain,Creates and returns the new Trust Domain.  A 409 ALREADY_EXISTS is returned if a Trust Domain with the same name already exists for the referenced service.,x
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains,GET,getTrustDomains,Retrieves all Trust Domains visible to the calling API client,"Retrieves all Trust Domains visible to the calling API client.  If the caller has `network-access-domains:trust-domains`, the response is limited to Trust Domains created by the caller. If the caller has `network-access-domains:trust-domains:read-all`, the response includes all Trust Domains associated with the subscriber.",r
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId},GET,getTrustDomain,Get a specific Trust Domain,Retrieves the Trust Domain identified by the given ID. Visibility of this Trust Domain depends on the caller's scope and ownership:   - `trust-domains` restricts access to caller-owned Trust Domains.   - `trust-domains:read-all` allows retrieval of any Trust Domain associated with the subscriber.,r
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId},PATCH,updateTrustDomain,Update a specific Trust Domain,Updates the Trust Domain identified by the given ID. Any changes are automatically applied to all network access devices where the Trust Domain is configured.,x
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId},DELETE,deleteTrustDomain,Delete a specific Trust Domain,Deletes the Trust Domain identified by the given ID and removes its configuration from all network access devices where it is applied.,w
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId}/devices,POST,createTrustDomainDevice,Register a new device to a Trust Domain,"Registers a subscriber or IoT device to the specified Trust Domain so that it may join the segment under the domain's access configuration and policies. When `bootstrappingInfo` is supplied it is used to onboard (""zero-touch"") the device; when it is omitted, registration simply associates the device with the domain (for example, to apply a connectivity policy).  A 409 ALREADY_EXISTS is returned if the device is already registered to the Trust Domain.",x
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId}/devices,GET,getTrustDomainDevices,List all devices registered to a Trust Domain,Retrieves all devices registered to the specified Trust Domain that the caller is authorized to view.,r
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId}/devices/{deviceId},GET,getTrustDomainDevice,Get a specific device in a Trust Domain,Retrieves the device identified by the given ID within the specified Trust Domain.,r
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId}/devices/{deviceId},PATCH,updateTrustDomainDevice,Update a device in a Trust Domain,Updates the device identified by the given ID within the specified Trust Domain. Only the fields included in the request body will be updated. The `bootstrappingInfo` and `deviceCredential` fields use full replacement semantics when included.,x
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId}/devices/{deviceId},DELETE,deleteTrustDomainDevice,Remove a device from a Trust Domain,Deregisters and removes the device identified by the given ID from the specified Trust Domain.,w
NetworkInsights,network-health-assessment.yaml,wip,3e8a3378609b8828e88f92ebbb4e74ff7f6fc177,/health-scores,GET,getHealthScores,Query the latest network health score,"Query the health assessment results of the specified network module at the latest time point. Returns the health score (0-100) for the selected network module. If the specified `networkId` exists but no health data is available, returns `200 OK` with `score: null` and `scoringTime: null`.",r
NetworkInsights,network-traffic-analysis.yaml,wip,3e8a3378609b8828e88f92ebbb4e74ff7f6fc177,/traffic-analysis,GET,getTrafficAnalysis,Get network traffic analysis,"Query 5G traffic statistics information for aggregated network-level data. If no data is available for the requested period, returns `200 OK` with an empty `records` array.",r
NetworkSliceBooking,network-slice-assignment.yaml,wip,a91a28b87020e9548e92d7ed14a0b6f449709052,/slices/{sliceId}/devices,POST,assignDevice,Assign a device to a network slice,"Assign a device to an existing network slice. The number of devices assigned to the slice must not exceed the maximum number defined in the slice QoS profile. - If the assignment operation is successful, the response will indicate the status as `SUCCESS`. - If the number of devices exceeds the maximum allowed for the slice, the response will indicate the status as `FAILURE` with statusInfo as `MAX_DEVICES_EXCEEDED`. - If the device is already assigned to the slice, the response will indicate the status as `FAILURE` with statusInfo as `DEVICE_ALREADY_ASSIGNED`. - If the assignment operation is ",x
NetworkSliceBooking,network-slice-assignment.yaml,wip,a91a28b87020e9548e92d7ed14a0b6f449709052,/slices/{sliceId}/devices,GET,getDevices,Get devices assigned to a network slice,Get information about devices assigned to an existing network slice.,r
NetworkSliceBooking,network-slice-assignment.yaml,wip,a91a28b87020e9548e92d7ed14a0b6f449709052,/slices/{sliceId}/release,POST,releaseDevice,Release a device from an existing network slice,"Release a device from an existing network slice. - If the release operation is successful, the response will indicate the status as `SUCCESS` with statusInfo as `RELEASE_COMPLETED`. - If the device is not assigned to the slice, the response will indicate the status as `FAILURE` with statusInfo as `DEVICE_ALREADY_RELEASED`.  **NOTES:** - The access token may be either 2-legged or 3-legged. See ""Identifying the device from the access token"" for further information   - When the API is invoked using a two-legged access token, the subject will be identified from the optional `device` object, which ",x
NetworkSliceBooking,network-slice-assignment.yaml,wip,a91a28b87020e9548e92d7ed14a0b6f449709052,/retrieve-slices,POST,retrieveSlicesByDevice,Retrieve all network slices by device,Retrieve the list of network slices to which a device is assigned.,x
NetworkSliceBooking,network-slice-booking.yaml,wip,a91a28b87020e9548e92d7ed14a0b6f449709052,/slices,POST,createSlice,Creates a new network slice,"Create a new network slice with the expected service time, service area, and QoS profile.  NOTES: - If newtwork slice creation is successful, the API consumer will receive a response with code `201 - Created` and a slice ID. - If requested service area is not supported, the API consumer will receive a response with code `422 - NETWORK_SLICE_BOOKING.SERVICEAREA_NOT_SUPPORTED`. - If the left resources are not sufficient for the requested slice resources, the API consumer will receive a response with code `422 - NETWORK_SLICE_BOOKING.RESOURCES_INSUFFICIENT`.",x
NetworkSliceBooking,network-slice-booking.yaml,wip,a91a28b87020e9548e92d7ed14a0b6f449709052,/slices/{sliceId},DELETE,deleteSlice,Delete a network slice,"Release slice resources related to sliceId.  NOTES: - The deletion operation takes effect immediately, e.g. if the slice is deleted before the end of the service time, the service will end ahead of the scheduled time. - If the slice is deleted, the API consumer will not be able to retrieve information about the slice. - The deletion operation is idempotent, meaning that if the slice is already deleted, the API consumer will receive a response with code `204 - No Content`.",w
NetworkSliceBooking,network-slice-booking.yaml,wip,a91a28b87020e9548e92d7ed14a0b6f449709052,/slices/{sliceId},GET,getSlice,Get network slcie booking information,"Querying for network slcie booking resource information details.  NOTES: - According to sliceId, the API consumer can retrieve information about an existing slice, including the service time, service area, and QoS profile. - If the slice is deleted, the API consumer will receive a response with code `404 - Not Found`.",r
NumberRecycling,number-recycling.yaml,wip,4d69523a875a718c0bad51293e2cfdf6b71588a0,/check,POST,checkNumberRecycling,Check whether the subscriber of the phone number has changed.,Check whether the subscriber of the phone number has changed.,x
NumberVerification,number-verification.yaml,wip,bb0c74837e3e5772b675628f60206f51946108b9,/verify,POST,phoneNumberVerify,Verifies if the received hashed/plain text phone number matches the phone number associated with the access token,Verifies if the specified phone number (either in plain text or hashed format) matches the one that the user is currently using. Only one of the plain or hashed formats must be provided. - The number verification will be done for the user that has authenticated via mobile network - It returns true/false depending on if the hashed phone number received as input matches the authenticated user's `device phone number` associated to the access token,x
NumberVerification,number-verification.yaml,wip,bb0c74837e3e5772b675628f60206f51946108b9,/device-phone-number,GET,phoneNumberShare,Returns the phone number associated with the access token,Returns the phone number so the API clients can verify the number themselves: - It will be done for the user that has authenticated via mobile network - It returns the authenticated user's `device phone number` associated to the access token,r
OTPValidation,one-time-password-sms.yaml,wip,5d1f42c06fda34e5ea35180a2642e3d1fe24d16e,/send-code,POST,sendCode,Sends a message including an OTP code to the given phone number,Sends an SMS with the desired message and an OTP code to the received phone number.,x
OTPValidation,one-time-password-sms.yaml,wip,5d1f42c06fda34e5ea35180a2642e3d1fe24d16e,/validate-code,POST,validateCode,Verifies the OTP received as input,Verifies the code is valid for the received authenticationId,x
OptimalEdgeDiscovery,optimal-edge-discovery.yaml,wip,df47291e3ef8b0671f16ae5824d906a1ec0680a5,/regions,GET,getRegions,Fetch all Regions,This is a helper API to get all the regions. The response identifies the regions where edge cloud zones are available.,r
OptimalEdgeDiscovery,optimal-edge-discovery.yaml,wip,df47291e3ef8b0671f16ae5824d906a1ec0680a5,/retrieve-optimal-edge-cloud-zones,POST,discoverOptimalEdge,Discover optimal edge cloud zones for deployed applications,"Returns a list of optimal edge cloud zones where you can register your deployed application. The `applicationProfileId` is required; optionally, device information and a preferred `edgeCloudRegion` may also be specified.",x
PopulationDensityData,population-density-data.yaml,wip,c99b93d2ceb4c511ebc4a47625bd0d52c94581c0,/retrieve,POST,retrievePopulationDensity,Retrieves population density information in a specified area,Retrieves population density estimation together with the estimation range related for a time slot for a given area (described as a polygon) as a data set consisting of a sequence of equally-sized objects covering the input polygon area.,x
PredictiveConnectivityData,predictive-connectivity-data.yaml,wip,10a2566fa260fbdfa1693232d4f6bd3e291ecaeb,/retrieve,POST,retrieveConnectivity,Obtain connectivity information in the specified area,"Retrieves the connectivity for a concrete area, specifying the required service level that has to be met in the whole area in the requested network type/s. Optionally, raw signal strength values can be included in the response if supported by the implementation.",x
QoSBooking,qos-booking-and-assignment.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/qos-bookings,POST,createBooking,This operation reserves required QoS in advance up to a certain number of devices in certain serviceArea and time slot. The devices have to be attached with a subsequent operation.,"This operation reserves a Quality of Service (QoS) booking for a specified number of devices, service area, and scheduled time/duration. Devices can be assigned to the booking at any time after the reservation is successful and before the scheduled end-time. - `Pre-assigned devices :` These devices will be automatically provisioned and activated with the requested QoS profile exactly when the scheduled start time arrives. - `Late-assigned devices:` Devices assigned after the schedule starts (but before it ends) will be provisioned and activated with the requested QoS profile immediately upon a",x
QoSBooking,qos-booking-and-assignment.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/qos-bookings/{bookingId},GET,getBookingById,Get the Booking information for a given QoS Booking identified by `bookingId`.,"This operation is synchronous and retrieves the details of an existing Quality of Service (QoS) booking using its unique identifier (`bookingId`). This `bookingId` is the identifier returned by the initial booking operation upon successful creation. Response Scenarios:   - `HTTP 200 (status: SUCCESSFUL):` The booking details are successfully retrieved and returned in the response body along with the remaining number of devices still can be assigned to the booking.   - `HTTP 4xx (Failure Condition) :` The request failed, and an appropriate HTTP 4xx error code is returned with a specific status ",r
QoSBooking,qos-booking-and-assignment.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/qos-bookings/{bookingId},DELETE,deleteBooking,This operation cancels an existing QoS Booking and release the associated resources.,This operation cancels and deletes a specific QoS booking using its unique identifier and releases the resources related to that booking. It supports both synchronous and asynchronous processing. Constraints & Notes:   - The Quality of Service (QoS) booking must have been created by the same API client identified in the access token.   - The SUCCESSFUL and FAILURE conditions for a deletion are dependent on the operator's specific implementation.   - Operators SHOULD properly document their `Booking Cancellation` behavior with clear policies and the respective terms and conditions. Response Sce,w
QoSBooking,qos-booking-and-assignment.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/qos-bookings/{bookingId}/devices/assign,POST,assignDevices,Assign one or more devices to an existing QoS Booking identified by `bookingId`,"This endpoint allows the end user to assign one or more devices to the existing QoS Booking. - If the assignment is successful for all the devices, the call will return 201 success code with status `SUCCESSFUL` and the network is available for the said devices to connect and use them at the requested time - If the assignment request failed for some reason, this call we be retured with 4xx error code with appropirate status codes - This is an asynchronous call,  and status = `PENDING` if the network is still working on your request. A callback will come with appropriate status. - If the network",x
QoSBooking,qos-booking-and-assignment.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/qos-bookings/{bookingId}/devices,GET,getDevicesByBookingId,Get the list of devices assigned to an existing QoS Booking,"This endpoint allows the end user to retrieve the list of devices assigned to the existing QoS Booking. - status = `SUCCESSFUL` if the operation is successful - status = `FAILURE`  if the operation is unsuccessful then the `statusInfo` will have more information. - GET may not return the identifying details of all the devices assigned to the booking. There are certain situations, identifying details of certain devices can't be disclosed because of privacy laws, jurisdiction restrictions, and some legal requirements.   In such a situation the operator SHOULD properly communicate this to the API",r
QoSBooking,qos-booking-and-assignment.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/qos-bookings/{bookingId}/devices/release,POST,releaseDevices,Release one or more devices from the given QoS Booking,"This endpoint will release one or more assigned devices. The timing of the release depends on the current status:  - `Before the scheduled time:` The release will be mostly immediate. - `After the scheduled time (devices active):` The release may take time as the system needs to free up associated resources.   A callback notification will be sent once the devices are successfully released, provided one is registered with the device assignment. This endpoint functions in both synchronous and asynchronous modes. - If the device is assigned using 3-legged access token:   - If the device is active",x
QoSBooking,qos-booking-and-assignment.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/qos-bookings/retrieve,POST,retrieveBookingByDevice,Retrieves all the bookings that corresponds to a device,"Querying for QoS Booking resource information details for a device. **NOTES:** - The access token may be either 2-legged or 3-legged.   - If a 3-legged access token is used, the subject associated with the QoS Booking must also be associated with the access token.  In this case the optional `device` parameter MUST NOT be provided in the request.   - If a 2-legged access token is used, the device parameter must be provided and identify a device. - The QoS Booking must have been created by the same API client given in the access token. - If no QoS booking is found for the requested device, an em",x
QoSBooking,qos-booking.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/device-qos-bookings,POST,createBooking,Sets a new booking of QoS for a device,"Triggers a new booking to assign certain QoS Profile to certain device.  - If the booking is completed synchronously, the response will be 201 with `bookingStatus` = `SCHEDULED`. - If the booking request is accepted but not yet completed, the response will be 201 with `bookingStatus` = `REQUESTED`. - If the operator determines synchronously that the booking request cannot be fulfilled, the response will be 201 with `bookingStatus` = `TERMINATED` and `statusInfo` = `BOOKING_DECLINED`.  - If the request includes a notification callback, the client will receive a `status-changed` event with the o",x
QoSBooking,qos-booking.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/device-qos-bookings/{bookingId},GET,getBookingById,Get QoS Booking information,"Querying for QoS Booking information details  **NOTES:** - The access token may be either 2-legged or 3-legged. - If a 3-legged access token is used, the subject associated with the QoS Booking must also be associated with the access token. - The QoS Booking must have been created by the same API client given in the access token.",r
QoSBooking,qos-booking.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/device-qos-bookings/{bookingId},DELETE,deleteBooking,Deletes a QoS Booking,"Release resources related to a QoS Booking.  If the notification callback is provided and the booking status was `REQUESTED`, `SCHEDULED` or `ACTIVATED`, when the deletion is completed, the client will receive, in addition to the response, a `BOOKING_STATUS_CHANGED` event with - `bookingStatus` as `TERMINATED` and - `statusInfo` as `DELETE_REQUESTED` There will be no notification event if the `bookingStatus` was already `TERMINATED`.  **NOTES:** - The access token may be either 2-legged or 3-legged. - If a 3-legged access token is used, the subject associated with the QoS Booking must also be ",w
QoSBooking,qos-booking.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/retrieve-device-qos-bookings,POST,retrieveBookingByDevice,Gets the QoS Booking for a device,"Querying for QoS Booking resource information details for a device.  **NOTES:** - The access token may be either 2-legged or 3-legged.   - If a 3-legged access token is used, the subject associated with the QoS Booking must also be associated with the access token.  In this case the optional `device` parameter MUST NOT be provided in the request.   - If a 2-legged access token is used, the device parameter must be provided and identify a device. - The QoS Booking must have been created by the same API client given in the access token. - If no QoS booking is found for the requested device, an e",x
QualityOnDemand,qos-profiles.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/retrieve-qos-profiles,POST,retrieveQosProfiles,Retrieve QoS profiles,"Returns all QoS Profiles that match the given criteria. **NOTES:** - The access token may be either a 2-legged or 3-legged access token. - If the access token is 3-legged, all returned QoS Profiles will be available to the subject (device) associated with the access token. - If the access token is 2-legged and a device filter is provided, all returned QoS Profiles will be available to that device. If multiple device identifiers are provided within the device property, only QoS Profiles available to the device identifier chosen by the implementation will be returned, even if the identifiers do ",x
QualityOnDemand,qos-profiles.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/qos-profiles/{name},GET,getQosProfile,Get QoS Profile for a given name,"Returns a QoS Profile that matches the given name.  The access token may be either a 2-legged or 3-legged access token. If the access token is 3-legged, a QoS Profile is only returned if available to all subjects associated with the access token.",r
QualityOnDemand,qos-provisioning.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/qos-assignments,POST,createQosAssignment,Triggers the provisioning process for the assignment of a QoS profile to a device,"Initiates the assignment of a specific QoS profile to a given device when connected to the operator's network.  - If the QoS profile assignment is completed synchronously, the response will be 201 with `status` = `AVAILABLE`. - If the QoS profile assignment request is accepted but not yet completed, the response will be 201 with `status` = `REQUESTED`. - If the operator determines synchronously that the QoS profile assignment request cannot be fulfilled, the response will be 201 with `status` = `UNAVAILABLE`.  - If the request includes the `sink` and `sinkCredential` properties, the client wil",x
QualityOnDemand,qos-provisioning.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/qos-assignments/{assignmentId},GET,getQosAssignmentById,Get the QoS profile assignment information identified by an assignment record ID,"Querying for details about the QoS profile assignment  **NOTES:** - The access token may be either 2-legged or 3-legged. - If a 3-legged access token is used, the subject associated with the QoS profile assignment must also be associated with the access token. - The QoS profile assignment must have been created by the same API consumer given in the access token.",r
QualityOnDemand,qos-provisioning.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/qos-assignments/{assignmentId},DELETE,revokeQosAssignment,Revokes a QoS profile assignment identified by an assignment record ID,"Revokes the assignment of a QoS profile to a device performed by a previous assignment operation.  If the notification callback is provided and the assignment status was `AVAILABLE`, when the process is completed, the API consumer will receive in addition to the response a `ASSIGNMENT_STATUS_CHANGED` event with - `status` as `UNAVAILABLE` and - `statusInfo` as `DELETE_REQUESTED` There will be no notification event if the `status` was already `UNAVAILABLE`.  **NOTES:** - The access token may be either 2-legged or 3-legged. - If a 3-legged access token is used, the subject associated with the Qo",w
QualityOnDemand,qos-provisioning.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/retrieve-qos-assignment,POST,getQosAssignmentByDevice,Returns the assignment record details of the QoS profile assignment for a device,"Returns the details of the record for the assignment of a QoS profile to a device, if any.  **NOTES:** - The access token may be either 2-legged or 3-legged. See ""Identifying the device from the access token"" for further information   - When the API is invoked using a two-legged access token, the subject will be identified from the optional `device` object, which therefore MUST be provided.   - When a three-legged access token is used however, this optional identifier MUST NOT be provided, as the subject will be uniquely identified from the access token. - The QoS profile assignment must have ",x
QualityOnDemand,quality-on-demand.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/sessions,POST,createSession,Creates a new session,"Create QoS Session to manage latency/throughput priorities  If the qosStatus in the API response is ""AVAILABLE"" and a notification callback is provided the API consumer will receive in addition to the response a `QOS_STATUS_CHANGED` event notification with `qosStatus` as `AVAILABLE`.  If the `qosStatus` in the API response is `REQUESTED`, the client will receive either - a `QOS_STATUS_CHANGED` event notification with `qosStatus` as `AVAILABLE` after the network notifies that it has created the requested session, or - a `QOS_STATUS_CHANGED` event notification with `qosStatus` as `UNAVAILABLE` a",x
QualityOnDemand,quality-on-demand.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/sessions/{sessionId},GET,getSession,Get QoS session information,"Querying for QoS session resource information details  **NOTES:** - The access token may be either 2-legged or 3-legged. - If a 3-legged access token is used, the end user (and device) associated with the session must also be associated with the access token. - The session must have been created by the same API client given in the access token",r
QualityOnDemand,quality-on-demand.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/sessions/{sessionId},DELETE,deleteSession,Delete a QoS session,"Release resources related to QoS session  If the notification callback is provided and the `qosStatus` of the session was `AVAILABLE` the client will receive in addition to the response a `QOS_STATUS_CHANGED` event with - `qosStatus` as `UNAVAILABLE` and - `statusInfo` as `DELETE_REQUESTED` There will be no notification event if the `qosStatus` was already `UNAVAILABLE`.  **NOTES:** - The access token may be either 2-legged or 3-legged. - If a 3-legged access token is used, the subject associated with the session must also be associated with the access token. - The session must must have been ",w
QualityOnDemand,quality-on-demand.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/sessions/{sessionId}/extend,POST,extendQosSessionDuration,Extend the duration of an active session,"Extend the overall session duration of an active QoS session (with qosStatus = AVAILABLE). The overall duration of the QoS session, including the additional extended duration, shall not exceed the maximum duration limit fixed for the QoS Profile. If the current duration plus the value of `requestedAdditionalDuration` exceeds the maximum limit, the new overall duration shall be capped to the maximum value allowed. An example: For a QoS profile limited to a `maxDuration` of 50,000 seconds, a QoS session was originally created with duration 30,000 seconds. Before the session expires, the API cons",x
QualityOnDemand,quality-on-demand.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/retrieve-sessions,POST,retrieveSessionsByDevice,Get QoS session information for a device,"Querying for QoS session resource information details for a device  **NOTES:** - The access token may be either 2-legged or 3-legged.   - If a 3-legged access token is used, the subject associated with the session must also be associated with the access token. In this case the optional `device` parameter MUST NOT be provided in the request.   - If a 2-legged access token is used, the device parameter must be provided and identify a device. - The session must have been created by the same API consumer given in the access token - If no QoS session is found for the requested device, an empty arra",x
RegionDeviceCount,region-device-count.yaml,wip,70ca5cbd1e781948f3826813187ead8622a5fa04,/count,POST,count,API operation to get the device count in the specified area during a certain time interval.,"Get the number of devices in the specified area during a certain time interval. - The query area can be a circle or a polygon composed of longitude and latitude points. - If the areaType is circle, the circleCenter and circleRadius must be provided; if the area is a polygon, the point list must be provided. - If starttime and endtime are not passed in,this api should return the current number of devices in the area. - If the device appears in the specified area at least once during the certain time interval, it should be counted.",x
