row_id,provider,method,path,operationId,summary,description,truth_class,confidence,reason,source_set
pc-r3932,intercom,GET,/contacts,ListContacts,List all contacts,"You can fetch a list of all contacts (ie. users or leads) in your workspace.
{% admonition type=""info"" name=""Merged contacts"" %}
  Contacts that have been merged (via POST /contacts/merge) will not appear in list results. Only the target contact from the merge remains accessible.
{% /admonition %}
{% admonition type=""warning"" name=""Pagination"" %}
  You can use pagination to limit the number of results returned. The default is `10` results per page, with a maximum of `150`.
  See the [pagination section](https://developers.intercom.com/docs/build-an-integration/learn-more/rest-apis/pagination/#pagination-for-list-apis) for more details on how to use the `starting_after` param.
{% /admonition %}",r,,,provider-corpus-2026-09-16
pc-r3933,intercom,POST,/contacts,CreateContact,Create contact,You can create a new contact (ie. user or lead).,w,high,ii plain create of contact,provider-corpus-2026-09-16
pc-r3934,intercom,GET,/contacts/find_by_external_id/{external_id},ShowContactByExternalId,Get a contact by External ID,"You can fetch the details of a single contact by external ID. Note that this endpoint only supports users and not leads.

{% admonition type=""info"" name=""Merged contacts return 410 Gone"" %}
  If the contact with this external ID has been merged into another contact, the API returns **HTTP 410 Gone** with a `Link` header pointing to the canonical (merged-into) contact. See `GET /contacts/{id}` for details on the response format.
{% /admonition %}",r,,,provider-corpus-2026-09-16
pc-r3935,intercom,POST,/contacts/{contact_id}/archive,ArchiveContact,Archive contact,You can archive a single contact.,w,high,toggle archive contact iii,provider-corpus-2026-09-16
pc-r3936,intercom,POST,/contacts/{contact_id}/unarchive,UnarchiveContact,Unarchive contact,You can unarchive a single contact.,w,high,toggle unarchive has archive,provider-corpus-2026-09-16
pc-r3937,intercom,GET,/contacts/{id}/banners,listContactBanners,List banners for a contact,"Returns the banners a contact currently matches, so you can display them on
surfaces outside the Messenger (native mobile apps, kiosks, embedded tools).

Each banner in the response includes a `view_id`. Use it to record a dismissal
with the dismiss endpoint. A returned banner is treated as shown: requesting
this endpoint records an impression for each banner returned, so call it at the
point you are about to display the banners, not speculatively.",w,low,GET records impression creates record,provider-corpus-2026-09-16
pc-r3938,intercom,POST,/contacts/{id}/banners/{view_id}/dismiss,dismissContactBanner,Dismiss a banner for a contact,"Records that a contact has dismissed a banner. Dismissals are shared across
surfaces, so a banner dismissed through this endpoint will also stop appearing
in the web Messenger for that contact, and vice versa.

The request is idempotent: dismissing an already-dismissed banner succeeds and
returns the same response.",x,low,iii dismiss no undismiss named tighter,provider-corpus-2026-09-16
pc-r3939,intercom,POST,/contacts/{contact_id}/block,BlockContact,Block contact,Block a single contact.<br>**Note:** conversations of the contact will also be archived during the process.<br>More details in [FAQ How do I block Inbox spam?](https://www.intercom.com/help/en/articles/8838656-inbox-faqs),w,high,toggle block has unblock cascade of edits,provider-corpus-2026-09-16
pc-r3940,intercom,GET,/contacts/{id}/merge_history,ListContactMergeHistory,Get contact merge history,"Retrieve the paginated list of contacts that have been merged into a given contact.

Only available for contacts with a `user` role. Returns a `404` if the contact is not found or has a `lead` role.",r,,,provider-corpus-2026-09-16
pc-r3941,intercom,POST,/content/bulk_actions,bulkContentActions,Run a bulk action on Knowledge Hub content,"Asynchronously run a bulk action over up to 1,000 Knowledge Hub content items.

Six actions are supported:
  * `publish` and `unpublish` — apply to `article_content` only.
  * `delete` — permanently delete content (excludes synced sources and `external_content`).
  * `set_availability` — toggle Fin AI Agent, Copilot, and Sales Agent availability flags.
  * `set_audience` — manage segment membership on content.
  * `update_tags` — apply and/or remove existing tags on content. Unlike the other
    actions, `update_tags` addresses articles by the parent `article` id, not
    `article_content`. Tags must already exist and not be archived; supply at least one of
    `add_tag_ids` / `remove_tag_ids`.

The endpoint validates the request, enqueues background work, and returns 202 with a
placeholder envelope. Items whose `type` is not in the action's allowlist are silently
dropped before processing. Articles imported from synced sources (Confluence, Notion,
Zendesk, Salesforce Knowledge, etc.) are silently skipped on `delete` — they can only be
removed by disconnecting the underlying import source.

Requires the `write_content` OAuth scope.",x,high,a bulk action includes permanent delete,provider-corpus-2026-09-16
pc-r3942,intercom,GET,/content/search,searchContent,Search knowledge base contents,"Search the knowledge base contents — articles, snippets, external pages, uploaded files, and internal articles — using a keyword query.

Each result row has a `type` discriminator. Most types (`content_snippet`, `external_content`, `file_source_content`, `internal_article`) return a flat `{ type, id, title }` shape. Help center articles return a nested shape with a `contents[]` array, one entry per locale.

Requires the `read_content` OAuth scope.",r,,,provider-corpus-2026-09-16
pc-r3943,intercom,GET,/content_snippets,listContentSnippets,List all content snippets,You can fetch a list of all content snippets for a workspace.,r,,,provider-corpus-2026-09-16
pc-r3944,intercom,POST,/content_snippets,createContentSnippet,Create a content snippet,You can create a new content snippet.,w,high,ii plain create of snippet,provider-corpus-2026-09-16
pc-r3945,intercom,GET,/content_snippets/{id},getContentSnippet,Retrieve a content snippet,You can fetch a single content snippet by its id.,r,,,provider-corpus-2026-09-16
pc-r3946,intercom,PUT,/content_snippets/{id},updateContentSnippet,Update a content snippet,You can update an existing content snippet.,w,high,PUT edits snippet,provider-corpus-2026-09-16
pc-r3947,intercom,DELETE,/content_snippets/{id},deleteContentSnippet,Delete a content snippet,You can delete a single content snippet by its id.,x,high,a DELETE removes content snippet,provider-corpus-2026-09-16
pc-r3948,intercom,POST,/content_snippets/{content_snippet_id}/tags,attachTagToContentSnippet,Add a tag to a content snippet,"Apply an existing tag to a content snippet. Returns the tag that was applied.

The tag must already exist in the workspace (create tags with the Tags API),
and the authenticating teammate must have the `manage_knowledge_base_content`
permission.

Requires the `read_write_content_snippets` OAuth scope.",w,high,adds tag settable back,provider-corpus-2026-09-16
pc-r3949,intercom,DELETE,/content_snippets/{content_snippet_id}/tags/{id},detachTagFromContentSnippet,Remove a tag from a content snippet,"Remove a tag from a content snippet. Returns the tag that was removed, with
null `applied_at` and `applied_by`.

The authenticating teammate must have the `manage_knowledge_base_content`
permission.

Requires the `read_write_content_snippets` OAuth scope.",x,high,DELETE method wins on tag removal,provider-corpus-2026-09-16
pc-r3950,intercom,POST,/conversations/{conversation_id}/tags,attachTagToConversation,Add tag to a conversation,You can tag a specific conversation. This will return a tag object for the tag that was added to the conversation.,w,high,toggle attach tag has detach,provider-corpus-2026-09-16
pc-r3951,intercom,DELETE,/conversations/{conversation_id}/tags/{tag_id},detachTagFromConversation,Remove tag from a conversation,You can remove tag from a specific conversation. This will return a tag object for the tag that was removed from the conversation.,x,high,DELETE method wins removes tag,provider-corpus-2026-09-16
pc-r3952,intercom,GET,/conversations,listConversations,List all conversations,"You can fetch a list of all conversations.

You can optionally request the result page size and the cursor to start after to fetch the result.
{% admonition type=""warning"" name=""Pagination"" %}
  You can use pagination to limit the number of results returned. The default is `20` results per page.
  See the [pagination section](https://developers.intercom.com/docs/build-an-integration/learn-more/rest-apis/pagination/#pagination-for-list-apis) for more details on how to use the `starting_after` param.
{% /admonition %}",r,,,provider-corpus-2026-09-16
pc-r3953,intercom,POST,/conversations,createConversation,Creates a conversation,"You can create a conversation that has been initiated by a contact (ie. user or lead).
The conversation can be an in-app message only.

{% admonition type=""info"" name=""Sending for visitors"" %}
You can also send a message from a visitor by specifying their `user_id` or `id` value in the `from` field, along with a `type` field value of `contact`.
This visitor will be automatically converted to a contact with a lead role once the conversation is created.
{% /admonition %}

This will return the Message model that has been created.",x,low,c text says send a message unsure,provider-corpus-2026-09-16
pc-r3954,intercom,GET,/conversations/{conversation_id},retrieveConversation,Retrieve a conversation,"You can fetch the details of a single conversation.

This will return a single Conversation model with all its conversation parts.

{% admonition type=""warning"" name=""Hard limit of 500 parts"" %}
The maximum number of conversation parts that can be returned via the API is 500. If you have more than that we will return the 500 most recent conversation parts.
{% /admonition %}

For AI agent conversation metadata, please note that you need to have the agent enabled in your workspace, which is a [paid feature](https://www.intercom.com/help/en/articles/8205718-fin-resolutions#h_97f8c2e671).",r,,,provider-corpus-2026-09-16
pc-r3955,intercom,PUT,/conversations/{conversation_id},updateConversation,Update a conversation,"You can update an existing conversation.

{% admonition type=""info"" name=""Replying and other actions"" %}
If you want to reply to a coveration or take an action such as assign, unassign, open, close or snooze, take a look at the reply and manage endpoints.
{% /admonition %}

{% admonition type=""info"" %}
  This endpoint handles both **conversation updates** and **custom object associations**.

  See _`update a conversation with an association to a custom object instance`_ in the request/response examples to see the custom object association format.
{% /admonition %}

{% admonition type=""danger"" name=""Breaking change: duplicate custom attribute names"" %}
The `PUT /conversations/{id}` endpoint now returns a `400 INVALID_PARAMETER` error when the request includes `custom_attributes` and your workspace contains multiple non-archived conversation custom attributes with the same name. Previously, the update would silently apply to a non-deterministic attribute. To resolve, rename or archive the duplicate attribute in your workspace settings, then retry the request.
{% /admonition %}",w,high,iii PUT updates conversation,provider-corpus-2026-09-16
pc-r3956,intercom,DELETE,/conversations/{conversation_id},deleteConversation,Delete a conversation,"{% admonition type=""warning"" name=""Irreversible operation"" %}
Deleting a conversation is permanent and cannot be reversed.
{% /admonition %}

You can delete a single conversation. The behavior depends on the `retain_metrics` parameter:

- **With `retain_metrics=true` (default)**: Deletes the conversation while retaining reporting data. The conversation will still appear in reporting, though some data may be incomplete due to the deletion.

- **With `retain_metrics=false`**: Deletes the conversation and all associated reporting data. The conversation will be completely removed from both the inbox and all reporting.

{% admonition type=""info"" name=""Required scope for retain_metrics=false"" %}
Using `retain_metrics=false` requires the `delete_conversations_and_metrics` OAuth scope.
{% /admonition %}

For more info, see [this help center article](https://www.intercom.com/help/en/articles/13885146-deleting-a-conversation).",x,high,a DELETE conversation permanent,provider-corpus-2026-09-16
pc-r3957,intercom,POST,/conversations/search,searchConversations,Search conversations,"You can search for multiple conversations by the value of their attributes in order to fetch exactly which ones you want.

To search for conversations, you need to send a `POST` request to `https://api.intercom.io/conversations/search`.

This will accept a query object in the body which will define your filters in order to search for conversations.
{% admonition type=""warning"" name=""Optimizing search queries"" %}
  Search queries can be complex, so optimizing them can help the performance of your search.
  Use the `AND` and `OR` operators to combine multiple filters to get the exact results you need and utilize
  pagination to limit the number of results returned. The default is `20` results per page and maximum is `150`.
  See the [pagination section](https://developers.intercom.com/docs/build-an-integration/learn-more/rest-apis/pagination/#example-search-conversations-request) for more details on how to use the `starting_after` param.
{% /admonition %}

### Nesting & Limitations

You can nest these filters in order to get even more granular insights that pinpoint exactly what you need. Example: (1 OR 2) AND (3 OR 4).
There are some limitations to the amount of multiple's there can be:
- There's a limit of max 2 nested filters
- There's a limit of max 15 filters for each AND or OR group

### Accepted Fields

Most keys listed in the conversation model are searchable, whether writeable or not. The value you search for has to match the accepted type, otherwise the query will fail (ie. as `created_at` accepts a date, the `value` cannot be a string such as `""foorbar""`).
The `source.body` field is unique as the search will not be performed against the entire value, but instead against every element of the value separately. For example, when searching for a conversation with a `""I need support""` body - the query should contain a `=` operator with the value `""support""` for such conversation to be returned. A query with a `=` operator and a `""need support""` value will not yield a result.

| Field                                     | Type                                                                                                                                                   |
| :---------------------------------------- | :----------------------------------------------------------------------------------------------------------------------------------------------------- |
| id                                        | String                                                                                                                                                 |
| created_at                                | Date (UNIX timestamp)                                                                                                                                  |
| updated_at                                | Date (UNIX timestamp)                                                                                                                                  |
| source.type                               | String<br>Accepted fields are `conversation`, `email`, `facebook`, `instagram`, `phone_call`, `phone_switch`, `push`, `sms`, `twitter` and `whatsapp`. |
| source.id                                 | String                                                                                                                                                 |
| source.delivered_as                       | String                                                                                                                                                 |
| source.subject                            | String                                                                                                                                                 |
| source.body                               | String                                                                                                                                                 |
| source.author.id                          | String                                                                                                                                                 |
| source.author.type                        | String                                                                                                                                                 |
| source.author.name                        | String                                                                                                                                                 |
| source.author.email                       | String                                                                                                                                                 |
| source.url                                | String                                                                                                                                                 |
| contact_ids                               | String                                                                                                                                                 |
| teammate_ids                              | String                                                                                                                                                 |
| admin_assignee_id                         | Integer                                                                                                                                                |
| team_assignee_id                          | Integer                                                                                                                                                |
| channel_initiated                         | String                                                                                                                                                 |
| open                                      | Boolean                                                                                                                                                |
| read                                      | Boolean                                                                                                                                                |
| state                                     | String                                                                                                                                                 |
| waiting_since                             | Date (UNIX timestamp)                                                                                                                                  |
| snoozed_until                             | Date (UNIX timestamp)                                                                                                                                  |
| tag_ids                                   | String                                                                                                                                                 |
| priority                                  | String                                                                                                                                                 |
| statistics.time_to_assignment             | Integer                                                                                                                                                |
| statistics.time_to_admin_reply            | Integer                                                                                                                                                |
| statistics.time_to_first_close            | Integer                                                                                                                                                |
| statistics.time_to_last_close             | Integer                                                                                                                                                |
| statistics.median_time_to_reply           | Integer                                                                                                                                                |
| statistics.first_contact_reply_at         | Date (UNIX timestamp)                                                                                                                                  |
| statistics.first_assignment_at            | Date (UNIX timestamp)                                                                                                                                  |
| statistics.first_admin_reply_at           | Date (UNIX timestamp)                                                                                                                                  |
| statistics.first_close_at                 | Date (UNIX timestamp)                                                                                                                                  |
| statistics.last_assignment_at             | Date (UNIX timestamp)                                                                                                                                  |
| statistics.last_assignment_admin_reply_at | Date (UNIX timestamp)                                                                                                                                  |
| statistics.last_contact_reply_at          | Date (UNIX timestamp)                                                                                                                                  |
| statistics.last_admin_reply_at            | Date (UNIX timestamp)                                                                                                                                  |
| statistics.last_close_at                  | Date (UNIX timestamp)                                                                                                                                  |
| statistics.last_closed_by_id              | String                                                                                                                                                 |
| statistics.count_reopens                  | Integer                                                                                                                                                |
| statistics.count_assignments              | Integer                                                                                                                                                |
| statistics.count_conversation_parts       | Integer                                                                                                                                                |
| conversation_rating.requested_at          | Date (UNIX timestamp)                                                                                                                                  |
| conversation_rating.replied_at            | Date (UNIX timestamp)                                                                                                                                  |
| conversation_rating.score                 | Integer                                                                                                                                                |
| conversation_rating.remark                | String                                                                                                                                                 |
| conversation_rating.contact_id            | String                                                                                                                                                 |
| conversation_rating.admin_d               | String                                                                                                                                                 |
| ai_agent_participated                     | Boolean                                                                                                                                                |
| ai_agent.resolution_state                 | String                                                                                                                                                 |
| ai_agent.last_answer_type                 | String                                                                                                                                                 |
| ai_agent.rating                           | Integer                                                                                                                                                |
| ai_agent.rating_remark                    | String                                                                                                                                                 |
| ai_agent.source_type                      | String                                                                                                                                                 |
| ai_agent.source_title                     | String                                                                                                                                                 |

### Accepted Operators

The table below shows the operators you can use to define how you want to search for the value.  The operator should be put in as a string (`""=""`). The operator has to be compatible with the field's type  (eg. you cannot search with `>` for a given string value as it's only compatible for integer's and dates).

| Operator | Valid Types                    | Description                                                  |
| :------- | :----------------------------- | :----------------------------------------------------------- |
| =        | All                            | Equals                                                       |
| !=       | All                            | Doesn't Equal                                                |
| IN       | All                            | In  Shortcut for `OR` queries  Values most be in Array       |
| NIN      | All                            | Not In  Shortcut for `OR !` queries  Values must be in Array |
| >        | Integer  Date (UNIX Timestamp) | Greater (or equal) than                                      |
| <       | Integer  Date (UNIX Timestamp) | Lower (or equal) than                                        |
| ~        | String                         | Contains                                                     |
| !~       | String                         | Doesn't Contain                                              |
| ^        | String                         | Starts With                                                  |
| $        | String                         | Ends With                                                    |",r,,,provider-corpus-2026-09-16
pc-r3958,intercom,POST,/conversations/{conversation_id}/reply,replyConversation,Reply to a conversation,"You can reply to a conversation with a message from an admin or on behalf of a contact, or with a note for admins.

{% admonition type=""warning"" name=""Bot replies to inbound email"" %}
By default, bot or Operator replies to an inbound email conversation aren't sent to your customer. The reply is stored as an unnotifiable bot comment, and no `seen` receipt is generated until an email is actually delivered.

To send these replies as outbound emails, reach out to your accounts team to enable the email-reply feature flag for your workspace.
{% /admonition %}",x,high,c sends reply message to contact,provider-corpus-2026-09-16
pc-r3959,intercom,POST,/conversations/{conversation_id}/parts,manageConversation,Manage a conversation,"For managing conversations you can:
- Close a conversation
- Snooze a conversation to reopen on a future date
- Open a conversation which is `snoozed` or `closed`
- Assign a conversation to an admin and/or team.",w,high,toggle close snooze open assign conversation,provider-corpus-2026-09-16
pc-r3960,intercom,POST,/conversations/{conversation_id}/customers,attachContactToConversation,Attach a contact to a conversation,"You can add participants who are contacts to a conversation, on behalf of either another contact or an admin.

{% admonition type=""warning"" name=""Contacts without an email"" %}
If you add a contact via the email parameter and there is no user/lead found on that workspace with he given email, then we will create a new contact with `role` set to `lead`.
{% /admonition %}",w,high,adds participant membership on POST,provider-corpus-2026-09-16
pc-r3961,intercom,DELETE,/conversations/{conversation_id}/customers/{contact_id},detachContactFromConversation,Detach a contact from a group conversation,"You can remove participants who are contacts from a group conversation, on behalf of an admin.

{% admonition type=""warning"" name=""Removing the last participant"" %}
You cannot remove the last remaining contact from a conversation.
{% /admonition %}",x,high,a DELETE detach method wins,provider-corpus-2026-09-16
pc-r3962,intercom,GET,/conversations/{id}/handling_events,listHandlingEvents,List handling events,"List all pause/resume events for a conversation. These events track when teammates paused or resumed handling a conversation.

Requires the `read_conversations` OAuth scope.",r,,,provider-corpus-2026-09-16
pc-r3963,intercom,GET,/conversations/{id}/side_conversations,listSideConversations,List side conversations,"List side conversations for a given conversation. Side conversations are internal threads created by teammates from within a conversation.

Each side conversation includes its conversation parts (messages). Results are paginated.

Requires the `read_conversations` OAuth scope.",r,,,provider-corpus-2026-09-16
pc-r3964,intercom,POST,/conversations/redact,redactConversation,Redact a conversation part,"You can redact a conversation part or the source message of a conversation (as seen in the source object).

{% admonition type=""info"" name=""Redacting parts and messages"" %}
If you are redacting a conversation part, it must have a `body`. If you are redacting a source message, it must have been created by a contact. We will return a `conversation_part_not_redactable` error if these criteria are not met.
{% /admonition %}",x,high,a redact erases message content no restore,provider-corpus-2026-09-16
pc-r3965,intercom,POST,/conversations/{id}/merge,mergeConversation,Merge a conversation,"Merge a secondary (source) conversation into a primary (target) conversation.
The secondary conversation is closed and linked to the primary, which
becomes the surviving thread. Returns the primary conversation on success.

Requires `write_conversations` OAuth scope. When the secondary is a ticket,
`write_tickets` scope is also required.",x,low,merge closes and links conversation no unmerge named,provider-corpus-2026-09-16
pc-r3966,intercom,POST,/conversations/{conversation_id}/convert,convertConversationToTicket,Convert a conversation to a ticket,You can convert a conversation to a ticket.,x,low,f converts conversation to ticket cannot step back tighter,provider-corpus-2026-09-16
pc-r3967,intercom,GET,/conversations/deleted,listDeletedConversationIds,List all deleted conversation IDs,"List all deleted conversation IDs.

{% admonition type=""warning"" name=""Pagination"" %}
  You can use pagination to limit the number of results returned. The default is `20` results per page. You can navigate to next pages using the `page` param.
{% /admonition %}",r,,,provider-corpus-2026-09-16
pc-r3968,intercom,GET,/conversations/attributes,listConversationAttributes,List all conversation attributes,You can fetch a list of all conversation attributes for your workspace.,r,,,provider-corpus-2026-09-16
pc-r3969,intercom,POST,/conversations/attributes,createConversationAttribute,Create a conversation attribute,Create a new conversation attribute.,w,high,ii plain create of attribute,provider-corpus-2026-09-16
pc-r3970,intercom,GET,/conversations/attributes/{id},getConversationAttribute,Get a conversation attribute,Retrieve a single conversation attribute by ID.,r,,,provider-corpus-2026-09-16
pc-r3971,intercom,PUT,/conversations/attributes/{id},updateConversationAttribute,Update a conversation attribute,Update an existing conversation attribute.,w,high,PUT edits attribute,provider-corpus-2026-09-16
pc-r3972,intercom,DELETE,/conversations/attributes/{id},deleteConversationAttribute,Delete (archive) a conversation attribute,Archive a conversation attribute (soft delete). The attribute is marked as archived but not permanently deleted.,w,high,soft delete archive not permanent,provider-corpus-2026-09-16
pc-r3973,intercom,POST,/conversations/attributes/{id}/options,createConversationAttributeOption,Add an option to a list conversation attribute,Add a new option to a list-type conversation attribute. Returns the full attribute with the updated options array.,w,high,ii adds option to attribute,provider-corpus-2026-09-16
pc-r3974,intercom,PUT,/conversations/attributes/{id}/options/{option_id},updateConversationAttributeOption,Update an option on a list conversation attribute,Update the label of a single option on a list-type conversation attribute. Returns the full attribute with the updated options array.,w,high,PUT edits option label,provider-corpus-2026-09-16
pc-r3975,intercom,DELETE,/conversations/attributes/{id}/options/{option_id},deleteConversationAttributeOption,Archive an option on a list conversation attribute,Archive a single option on a list-type conversation attribute (soft delete). The option remains in the response with `archived: true`. Returns the full attribute with the updated options array.,w,high,DELETE soft delete archived option,provider-corpus-2026-09-16
pc-r3976,intercom,GET,/custom_object_instances/{custom_object_type_identifier},listCustomObjectInstances,List Custom Object Instances,"List instances of a custom object type. Three modes are supported:
- **No filter** — returns all instances for the type.
- **`references_contact_id`** — returns instances associated with the given contact.
- **`references_conversation_id`** — returns instances associated with the given conversation.

When **`external_id`** is provided, returns a single matching instance (not a list).",r,,,provider-corpus-2026-09-16
pc-r3977,intercom,POST,/custom_object_instances/{custom_object_type_identifier},createCustomObjectInstances,Create or Update a Custom Object Instance,Create or update a custom object instance,w,high,ii create or update instance,provider-corpus-2026-09-16
pc-r3978,intercom,DELETE,/custom_object_instances/{custom_object_type_identifier},deleteCustomObjectInstancesById,Delete a Custom Object Instance by External ID,Delete a single Custom Object instance by external_id.,x,high,a DELETE removes custom object instance,provider-corpus-2026-09-16
pc-r3979,intercom,GET,/custom_object_instances/{custom_object_type_identifier}/{custom_object_instance_id},getCustomObjectInstancesById,Get Custom Object Instance by ID,Fetch a Custom Object Instance by id.,r,,,provider-corpus-2026-09-16
pc-r3980,intercom,DELETE,/custom_object_instances/{custom_object_type_identifier}/{custom_object_instance_id},deleteCustomObjectInstancesByExternalId,Delete a Custom Object Instance by ID,Delete a single Custom Object instance using the Intercom defined id.,x,high,a DELETE removes custom object instance,provider-corpus-2026-09-16
pc-r3981,intercom,GET,/data_attributes,lisDataAttributes,List all data attributes,"You can fetch a list of all data attributes belonging to a workspace for contacts or companies.

{% admonition type=""warning"" %}
Conversation attributes are no longer returned by this endpoint. Calling without a `model` parameter no longer includes them, and `model=conversation` returns a `422` error. Use `GET /conversations/attributes` instead.
{% /admonition %}",r,,,provider-corpus-2026-09-16
pc-r3982,intercom,POST,/data_attributes,createDataAttribute,Create a data attribute,You can create a data attributes for a `contact` or a `company`.,w,high,ii plain create of data attribute,provider-corpus-2026-09-16
pc-r3983,intercom,PUT,/data_attributes/{data_attribute_id},updateDataAttribute,Update a data attribute,"You can update a data attribute.

> 🚧 Updating the data type is not possible
>
> It is currently a dangerous action to execute changing a data attribute's type via the API. You will need to update the type via the UI instead.",w,high,PUT edits data attribute settable back,provider-corpus-2026-09-16
pc-r3984,intercom,GET,/data_connectors,listDataConnectors,List all data connectors,"Returns a paginated list of all data connectors for the workspace, ordered by most recently updated first. Data connectors allow workflows and AI agents to make HTTP requests to external APIs.",r,,,provider-corpus-2026-09-16
pc-r3985,intercom,POST,/data_connectors,createDataConnector,Create a data connector,"Create a new data connector. The connector is created in `draft` state. Configure its URL, headers, data inputs, and other settings, then set it to `live` when ready.",w,high,ii plain create of connector,provider-corpus-2026-09-16
pc-r3986,intercom,GET,/data_connectors/{id},RetrieveDataConnector,Retrieve a data connector,"You can retrieve the full detail of a single data connector by its ID.

The response includes configuration, data inputs, response fields, and object mappings.",r,,,provider-corpus-2026-09-16
pc-r3987,intercom,DELETE,/data_connectors/{id},deleteDataConnector,Delete a data connector,Delete an existing data connector. The connector must be in `draft` state and must not be in use by any workflows or AI agents.,x,high,a DELETE removes data connector,provider-corpus-2026-09-16
pc-r3988,intercom,PATCH,/data_connectors/{id},updateDataConnector,Update a data connector,Update an existing data connector. Only provided fields are changed. Set `state` to `live` or `draft` to change the connector's state.,w,high,PATCH edits connector,provider-corpus-2026-09-16
pc-r3989,intercom,GET,/data_connectors/{data_connector_id}/execution_results,listDataConnectorExecutionResults,List execution results for a data connector,"Retrieve paginated execution logs for a specific data connector.
Results from the last hour are returned by default. Use `start_ts` and `end_ts` to customize the time range.

Request/response bodies are excluded by default. Use `include_bodies=true` to include them.",r,,,provider-corpus-2026-09-16
pc-r3990,intercom,GET,/data_connectors/{data_connector_id}/execution_results/{id},showDataConnectorExecutionResult,Retrieve an execution result,"Retrieve details for a specific data connector execution result.
Always includes request/response bodies and the sanitised request URL.",r,,,provider-corpus-2026-09-16
pc-r3991,intercom,GET,/events,lisDataEvents,List all data events,"> 🚧
>
> Please note that you can only 'list' events that are less than 90 days old. Event counts and summaries will still include your events older than 90 days but you cannot 'list' these events individually if they are older than 90 days

The events belonging to a customer can be listed by sending a GET request to `https://api.intercom.io/events` with a user or lead identifier along with a `type` parameter. The identifier parameter can be one of `user_id`, `email` or `intercom_user_id`. The `type` parameter value must be `user`.

- `https://api.intercom.io/events?type=user&user_id={user_id}`
- `https://api.intercom.io/events?type=user&email={email}`
- `https://api.intercom.io/events?type=user&intercom_user_id={id}` (this call can be used to list leads)

The `email` parameter value should be [url encoded](http://en.wikipedia.org/wiki/Percent-encoding) when sending.

You can optionally define the result page size as well with the `per_page` parameter.",r,,,provider-corpus-2026-09-16
pc-r3992,intercom,POST,/events,createDataEvent,Submit a data event,"You will need an Access Token that has write permissions to send Events. Once you have a key you can submit events via POST to the Events resource, which is located at https://api.intercom.io/events, or you can send events using one of the client libraries. When working with the HTTP API directly a client should send the event with a `Content-Type` of `application/json`.

When using the JavaScript API, [adding the code to your app](http://docs.intercom.io/configuring-Intercom/tracking-user-events-in-your-app) makes the Events API available. Once added, you can submit an event using the `trackEvent` method. This will associate the event with the Lead or currently logged-in user or logged-out visitor/lead and send it to Intercom. The final parameter is a map that can be used to send optional metadata about the event.

With the Ruby client you pass a hash describing the event to `Intercom::Event.create`, or call the `track_user` method directly on the current user object (e.g. `user.track_event`).

**NB: For the JSON object types, please note that we do not currently support nested JSON structure.**

| Type            | Description                                                                                                                                                                                                     | Example                                                                           |
| :-------------- | :-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | :-------------------------------------------------------------------------------- |
| String          | The value is a JSON String                                                                                                                                                                                      | `""source"":""desktop""`                                                              |
| Number          | The value is a JSON Number                                                                                                                                                                                      | `""load"": 3.67`                                                                    |
| Date            | The key ends with the String `_date` and the value is a [Unix timestamp](http://en.wikipedia.org/wiki/Unix_time), assumed to be in the [UTC](http://en.wikipedia.org/wiki/Coordinated_Universal_Time) timezone. | `""contact_date"": 1392036272`                                                      |
| Link            | The value is a HTTP or HTTPS URI.                                                                                                                                                                               | `""article"": ""https://example.org/ab1de.html""`                                     |
| Rich Link       | The value is a JSON object that contains `url` and `value` keys.                                                                                                                                                | `""article"": {""url"": ""https://example.org/ab1de.html"", ""value"":""the dude abides""}` |
| Monetary Amount | The value is a JSON object that contains `amount` and `currency` keys. The `amount` key is a positive integer representing the amount in cents. The price in the example to the right denotes €349.99.          | `""price"": {""amount"": 34999, ""currency"": ""eur""}`                                   |

**Lead Events**

When submitting events for Leads, you will need to specify the Lead's `id`.

**Metadata behaviour**

- We currently limit the number of tracked metadata keys to 10 per event. Once the quota is reached, we ignore any further keys we receive. The first 10 metadata keys are determined by the order in which they are sent in with the event.
- It is not possible to change the metadata keys once the event has been sent. A new event will need to be created with the new keys and you can archive the old one.
- There might be up to 24 hrs delay when you send a new metadata for an existing event.

**Event de-duplication**

The API may detect and ignore duplicate events. Each event is uniquely identified as a combination of the following data - the Workspace identifier, the Contact external identifier, the Data Event name and the Data Event created time. As a result, it is **strongly recommended** to send a second granularity Unix timestamp in the `created_at` field.

Duplicated events are responded to using the normal `202 Accepted` code - an error is not thrown, however repeat requests will be counted against any rate limit that is in place.

### HTTP API Responses

- Successful responses to submitted events return `202 Accepted` with an empty body.
- Unauthorised access will be rejected with a `401 Unauthorized` or `403 Forbidden` response code.
- Events sent about users that cannot be found will return a `404 Not Found`.
- Event lists containing duplicate events will have those duplicates ignored.
- Server errors will return a `500` response code and may contain an error message in the body.",w,low,ii submits event record into own store,provider-corpus-2026-09-16
